evt_id,acct_id,sub_id,usr_id,old_plan_cd,new_plan_cd,chg_type_cd,chg_reason_cd,req_channel_cd,old_mrr_amt,new_mrr_amt,mrr_delta_amt,proration_amt,evt_ts,eff_dt,proc_ts,evt_status_cd,rollback_flg,manual_override_flg,billing_impact_flg,src_sys_cd,notes_txt,last_upd_ts
EVT000395,AC132,SUB01033,,,,downgrade,support,api,0.0,42.88,35.31,,2024-01-04 00:00:00,2023-12-30,2024-01-05 00:00:00,reversed,0,0,0,billing,,2024-01-05 00:00:00
EVT000396,AC162,SUB00916,,pro,enterprise,downgrade,price,ui,0.0,187.84,198.62,19.16,2023-03-06 00:00:00,2023-03-03,2023-03-11 00:00:00,failed,0,0,1,support,,2023-03-15 00:00:00
EVT000397,AC077,SUB00380,USR00546,basic,enterprise,cancel,unknown,sales,87.57,110.06,7.97,1.72,2023-04-02 00:00:00,2023-04-02,2023-04-05 00:00:00,success,1,1,1,support,backdated change,2023-04-05 00:00:00
EVT000398,AC040,,USR00020,enterprise,basic,cancel,unknown,api,271.05,161.17,-91.21,,2023-10-15 00:00:00,2023-10-17,2023-10-17 00:00:00,pending,0,0,0,crm,,2023-10-22 00:00:00
EVT000399,AC163,SUB00486,USR00428,,,downgrade,unknown,api,72.83,0.0,-68.58,-24.75,2024-03-01 00:00:00,2024-02-24,2024-02-29 00:00:00,reversed,1,1,1,support,support correction,2024-03-03 00:00:00
EVT000400,AC122,SUB01129,USR00353,enterprise,basic,resume,support,sales,208.61,0.0,-214.91,9.2,2024-02-12 00:00:00,2024-02-09,2024-02-13 00:00:00,reversed,1,1,1,support,support correction,2024-02-18 00:00:00
EVT000401,AC004,SUB00604,USR00081,,,resume,feature,api,,0.0,-195.81,,2024-01-11 00:00:00,2024-01-15,2024-01-16 00:00:00,pending,0,0,0,crm,,2024-01-18 00:00:00
EVT000402,AC083,SUB00537,USR00334,basic,basic,downgrade,unknown,support,,,197.79,,2024-02-14 00:00:00,2024-02-22,2024-02-18 00:00:00,failed,0,0,1,billing,,2024-02-22 00:00:00
EVT000403,AC076,SUB01149,,pro,,cancel,feature,ui,,327.23,,31.21,2023-11-17 00:00:00,2023-11-14,2023-11-20 00:00:00,success,0,1,1,crm,,2023-11-21 00:00:00
EVT000404,AC111,SUB00503,USR00542,,basic,cancel,feature,support,0.0,346.53,352.99,,2023-03-31 00:00:00,2023-03-24,2023-04-05 00:00:00,pending,0,0,1,support,,2023-04-06 00:00:00
EVT000405,AC074,SUB00557,USR00293,enterprise,enterprise,downgrade,unknown,ui,0.0,0.0,14.68,,2023-02-13 00:00:00,2023-02-19,2023-02-13 00:00:00,pending,0,1,0,crm,backdated change,2023-02-13 00:00:00
EVT000406,AC131,SUB00114,USR00397,enterprise,pro,resume,support,ui,250.74,135.97,-134.58,,2024-08-07 00:00:00,2024-07-31,2024-08-12 00:00:00,failed,0,1,0,billing,backdated change,2024-08-14 00:00:00
EVT000407,AC151,SUB00263,,pro,basic,upgrade,price,ui,0.0,,324.38,,2024-03-20 00:00:00,2024-03-29,2024-03-24 00:00:00,pending,1,0,1,billing,backdated change,2024-03-27 00:00:00
EVT000408,AC147,SUB00879,USR00054,pro,,downgrade,feature,support,0.0,,14.47,,2024-09-02 00:00:00,2024-09-09,2024-09-06 00:00:00,failed,1,1,1,billing,,2024-09-10 00:00:00
EVT000409,AC160,SUB00500,,pro,enterprise,cancel,feature,support,212.59,97.63,-111.15,,2023-09-09 00:00:00,2023-09-06,2023-09-10 00:00:00,failed,0,0,0,billing,backdated change,2023-09-14 00:00:00
EVT000410,AC095,SUB00153,USR00082,enterprise,pro,downgrade,support,sales,0.0,338.7,338.15,,2023-05-19 00:00:00,2023-05-27,2023-05-24 00:00:00,reversed,0,0,1,support,,2023-05-26 00:00:00
EVT000411,AC017,SUB00850,USR00405,,pro,downgrade,price,api,0.0,0.0,-13.55,,2024-04-19 00:00:00,2024-04-23,2024-04-21 00:00:00,success,1,0,1,billing,,2024-04-23 00:00:00
EVT000412,AC130,SUB01075,,,enterprise,upgrade,support,support,0.0,0.0,,,2024-09-25 00:00:00,2024-09-30,2024-09-24 00:00:00,reversed,0,1,0,billing,backdated change,2024-09-24 00:00:00
EVT000413,AC038,SUB00336,USR00461,pro,basic,cancel,price,support,69.73,,-84.1,,2023-11-13 00:00:00,2023-11-19,2023-11-17 00:00:00,failed,1,1,0,billing,,2023-11-20 00:00:00
EVT000414,AC037,SUB01189,USR00793,enterprise,pro,upgrade,price,sales,0.0,335.03,354.26,,2023-10-14 00:00:00,2023-10-21,2023-10-18 00:00:00,failed,0,0,0,crm,,2023-10-23 00:00:00
EVT000415,AC011,SUB00904,,enterprise,enterprise,downgrade,price,api,0.0,256.56,270.87,,2024-10-11 00:00:00,2024-10-04,2024-10-09 00:00:00,pending,0,1,1,billing,,2024-10-13 00:00:00
EVT000416,AC148,SUB00564,USR00895,pro,pro,upgrade,feature,api,52.41,0.0,-60.96,,2023-01-24 00:00:00,2023-01-31,2023-01-28 00:00:00,pending,0,0,1,support,backdated change,2023-01-30 00:00:00
EVT000417,AC133,SUB00532,USR00044,enterprise,enterprise,upgrade,feature,api,0.0,0.0,10.48,,2023-07-04 00:00:00,2023-07-14,2023-07-07 00:00:00,pending,0,1,0,billing,support correction,2023-07-09 00:00:00
EVT000418,AC132,SUB00780,USR00029,basic,enterprise,downgrade,price,sales,,0.0,,,2024-07-19 00:00:00,2024-07-09,2024-07-20 00:00:00,pending,0,1,1,crm,backdated change,2024-07-25 00:00:00
EVT000419,AC066,SUB00081,USR00288,basic,enterprise,cancel,unknown,ui,0.0,0.0,-2.76,,2024-05-21 00:00:00,2024-05-30,2024-05-24 00:00:00,success,0,0,0,crm,,2024-05-24 00:00:00
EVT000420,AC150,SUB01113,USR00463,basic,pro,downgrade,support,sales,0.0,0.0,-6.55,-24.4,2023-08-07 00:00:00,2023-08-10,2023-08-12 00:00:00,failed,1,1,0,billing,backdated change,2023-08-13 00:00:00
EVT000421,AC145,SUB00534,USR00342,pro,,resume,support,ui,85.47,265.27,161.74,,2024-08-13 00:00:00,2024-08-22,2024-08-12 00:00:00,success,0,0,1,support,backdated change,2024-08-14 00:00:00
EVT000422,AC079,SUB00573,,basic,pro,resume,price,support,176.21,207.56,,,2023-08-30 00:00:00,2023-09-08,2023-08-29 00:00:00,pending,0,0,0,billing,backdated change,2023-08-31 00:00:00
EVT000423,AC030,SUB00504,USR00040,pro,pro,cancel,support,ui,168.59,32.87,-151.03,,2023-12-20 00:00:00,2023-12-12,2023-12-21 00:00:00,failed,1,0,1,support,support correction,2023-12-23 00:00:00
EVT000424,AC129,SUB00269,USR00250,basic,,cancel,unknown,sales,168.31,0.0,-183.35,,2024-05-10 00:00:00,2024-05-16,2024-05-15 00:00:00,failed,0,1,1,support,,2024-05-16 00:00:00
EVT000425,AC058,SUB00621,,pro,basic,upgrade,feature,api,105.66,85.85,-16.18,-32.95,2023-11-05 00:00:00,2023-11-10,2023-11-03 00:00:00,success,0,0,1,crm,backdated change,2023-11-06 00:00:00
EVT000426,AC085,,,pro,,downgrade,price,support,0.0,224.22,212.41,,2023-09-16 00:00:00,2023-09-13,2023-09-14 00:00:00,failed,1,1,1,support,support correction,2023-09-19 00:00:00
EVT000427,AC043,SUB00062,USR00705,basic,pro,upgrade,unknown,sales,70.8,325.37,250.82,-37.57,2023-08-20 00:00:00,2023-08-24,2023-08-20 00:00:00,success,1,0,0,crm,support correction,2023-08-20 00:00:00
EVT000428,AC136,SUB00527,,basic,,downgrade,price,support,0.0,20.77,39.97,,2024-02-10 00:00:00,2024-02-20,2024-02-14 00:00:00,failed,1,0,0,billing,backdated change,2024-02-15 00:00:00
EVT000429,AC088,SUB00244,,,,resume,unknown,ui,136.94,0.0,-125.43,,2023-09-20 00:00:00,2023-09-19,2023-09-24 00:00:00,reversed,1,1,0,support,backdated change,2023-09-28 00:00:00
EVT000430,AC070,SUB00147,USR00089,pro,pro,upgrade,price,sales,,299.62,159.99,-17.93,2024-10-29 00:00:00,2024-10-20,2024-10-28 00:00:00,success,1,1,0,billing,backdated change,2024-11-01 00:00:00
EVT000431,AC064,SUB01094,,pro,pro,downgrade,feature,api,65.72,0.0,,,2024-11-09 00:00:00,2024-11-08,2024-11-10 00:00:00,failed,0,1,1,crm,,2024-11-11 00:00:00
EVT000432,AC013,SUB00409,USR00630,enterprise,,resume,support,ui,110.15,21.6,-92.03,,2023-06-23 00:00:00,2023-06-24,2023-06-21 00:00:00,failed,0,0,1,support,,2023-06-26 00:00:00
EVT000433,AC095,SUB00533,,pro,enterprise,resume,feature,ui,109.91,34.03,-60.41,,2024-08-21 00:00:00,2024-08-19,2024-08-26 00:00:00,reversed,1,1,0,crm,support correction,2024-08-27 00:00:00
EVT000434,AC173,SUB00561,USR00614,enterprise,pro,cancel,unknown,sales,0.0,0.0,-5.51,,2023-02-19 00:00:00,2023-02-21,2023-02-17 00:00:00,failed,1,0,0,billing,support correction,2023-02-19 00:00:00
EVT000435,AC065,SUB01129,USR00708,pro,,resume,unknown,support,213.72,186.55,-36.75,31.87,2023-11-06 00:00:00,2023-11-10,2023-11-10 00:00:00,pending,1,0,0,crm,,2023-11-14 00:00:00
EVT000436,AC103,SUB01125,USR00303,enterprise,basic,resume,feature,support,95.82,119.93,,43.0,2023-03-16 00:00:00,2023-03-19,2023-03-21 00:00:00,reversed,0,1,0,crm,,2023-03-25 00:00:00
EVT000437,AC027,SUB00031,,enterprise,pro,upgrade,price,ui,208.76,126.29,-75.47,,2024-05-28 00:00:00,2024-05-23,2024-05-30 00:00:00,reversed,1,1,0,support,support correction,2024-05-31 00:00:00
EVT000438,AC076,,USR00182,basic,enterprise,downgrade,price,ui,288.29,91.18,-179.44,39.63,2024-11-20 00:00:00,2024-11-13,2024-11-21 00:00:00,reversed,1,0,1,crm,,2024-11-21 00:00:00
EVT000439,AC045,,,basic,pro,upgrade,support,api,0.0,,11.62,,2024-04-10 00:00:00,2024-03-31,2024-04-09 00:00:00,failed,1,0,1,support,backdated change,2024-04-11 00:00:00
EVT000440,AC077,SUB00148,USR00136,pro,enterprise,resume,feature,support,126.83,,-133.07,,2023-04-04 00:00:00,2023-03-30,2023-04-09 00:00:00,pending,0,0,0,support,backdated change,2023-04-11 00:00:00
EVT000441,AC026,SUB00963,USR00202,enterprise,pro,downgrade,feature,ui,0.0,0.0,,,2024-06-02 00:00:00,2024-05-23,2024-05-31 00:00:00,reversed,1,0,1,billing,support correction,2024-06-03 00:00:00
EVT000442,AC176,SUB00904,,pro,pro,resume,unknown,api,21.43,263.63,239.41,39.1,2024-01-28 00:00:00,2024-01-26,2024-01-29 00:00:00,pending,1,1,0,support,backdated change,2024-02-01 00:00:00
EVT000443,AC039,SUB00971,USR00042,basic,enterprise,upgrade,support,ui,170.28,0.0,,,2024-05-08 00:00:00,2024-05-16,2024-05-06 00:00:00,success,0,1,1,support,,2024-05-11 00:00:00
EVT000444,AC055,SUB01111,USR00573,pro,,upgrade,price,ui,,0.0,-227.64,38.68,2023-09-02 00:00:00,2023-08-30,2023-09-07 00:00:00,pending,1,1,1,billing,backdated change,2023-09-11 00:00:00
EVT000445,AC171,SUB00096,USR00253,enterprise,,downgrade,support,sales,0.0,0.0,-7.37,-34.21,2024-02-03 00:00:00,2024-02-11,2024-02-05 00:00:00,pending,1,0,0,support,,2024-02-07 00:00:00
EVT000446,AC140,SUB00532,USR00633,basic,enterprise,downgrade,unknown,support,0.0,,7.6,-16.65,2024-04-15 00:00:00,2024-04-16,2024-04-14 00:00:00,success,0,1,1,billing,support correction,2024-04-15 00:00:00
EVT000447,AC172,SUB00425,USR00774,,enterprise,cancel,price,sales,130.86,99.24,-20.43,-27.34,2023-12-09 00:00:00,2023-12-10,2023-12-13 00:00:00,failed,0,0,1,support,,2023-12-18 00:00:00
EVT000448,AC148,SUB00329,,,enterprise,downgrade,feature,sales,,0.0,-19.5,,2023-10-28 00:00:00,2023-10-20,2023-10-30 00:00:00,failed,0,1,0,billing,,2023-11-03 00:00:00
EVT000449,AC147,SUB00129,USR00539,,enterprise,resume,feature,support,0.0,176.46,172.99,,2023-12-21 00:00:00,2023-12-12,2023-12-24 00:00:00,reversed,1,1,0,billing,backdated change,2023-12-28 00:00:00
EVT000450,AC099,SUB00312,USR00788,,pro,upgrade,feature,support,0.0,158.22,163.46,,2023-09-20 00:00:00,2023-09-24,2023-09-22 00:00:00,reversed,0,1,1,support,backdated change,2023-09-26 00:00:00
EVT000451,AC057,SUB00454,USR00342,enterprise,pro,cancel,support,support,188.74,261.03,,,2023-08-14 00:00:00,2023-08-24,2023-08-15 00:00:00,success,1,0,1,crm,,2023-08-20 00:00:00
EVT000452,AC008,SUB00237,USR00862,basic,pro,resume,price,sales,0.0,0.0,15.6,-0.24,2024-03-31 00:00:00,2024-03-23,2024-04-02 00:00:00,pending,1,0,0,crm,backdated change,2024-04-03 00:00:00
EVT000453,AC039,SUB01027,,basic,pro,downgrade,feature,support,42.23,0.0,-36.66,,2024-03-30 00:00:00,2024-04-05,2024-03-30 00:00:00,success,0,1,0,support,support correction,2024-04-02 00:00:00
EVT000454,AC133,,USR00674,,pro,cancel,unknown,api,0.0,249.05,243.37,,2024-04-04 00:00:00,2024-04-04,2024-04-02 00:00:00,failed,1,0,0,support,,2024-04-02 00:00:00
EVT000455,AC077,SUB00458,USR00013,,enterprise,upgrade,unknown,sales,58.78,0.0,-59.67,,2023-03-17 00:00:00,2023-03-10,2023-03-18 00:00:00,success,0,1,0,crm,,2023-03-23 00:00:00
EVT000456,AC057,SUB00997,USR00340,enterprise,pro,resume,support,ui,103.64,0.0,-105.63,-7.58,2024-03-26 00:00:00,2024-03-24,2024-03-25 00:00:00,success,1,1,0,support,support correction,2024-03-26 00:00:00
EVT000457,AC153,SUB00776,,pro,pro,upgrade,support,support,0.0,236.24,216.66,,2024-07-22 00:00:00,2024-07-30,2024-07-26 00:00:00,success,0,0,1,billing,backdated change,2024-07-30 00:00:00
EVT000458,AC017,SUB00695,,pro,,downgrade,support,sales,146.98,0.0,-161.58,23.49,2023-09-21 00:00:00,2023-09-26,2023-09-19 00:00:00,pending,0,0,0,crm,,2023-09-21 00:00:00
EVT000459,AC139,SUB00459,,enterprise,pro,downgrade,support,support,143.32,0.0,,,2024-07-18 00:00:00,2024-07-13,2024-07-20 00:00:00,pending,0,0,0,crm,backdated change,2024-07-23 00:00:00
EVT000460,AC145,SUB00644,USR00384,,basic,upgrade,unknown,ui,0.0,0.0,0.48,-5.11,2023-02-27 00:00:00,2023-02-22,2023-02-28 00:00:00,reversed,1,1,1,support,backdated change,2023-03-04 00:00:00
EVT000461,AC069,SUB00068,USR00599,pro,pro,cancel,feature,api,,49.99,,,2023-11-19 00:00:00,2023-11-18,2023-11-22 00:00:00,success,0,1,0,crm,,2023-11-26 00:00:00
EVT000462,AC040,SUB00690,USR00663,enterprise,,upgrade,unknown,sales,0.0,96.86,113.0,-8.45,2023-11-30 00:00:00,2023-11-23,2023-12-04 00:00:00,pending,0,1,0,support,,2023-12-06 00:00:00
EVT000463,AC138,SUB01065,USR00320,basic,basic,downgrade,support,api,155.02,273.9,105.91,48.69,2024-06-07 00:00:00,2024-05-29,2024-06-12 00:00:00,failed,1,1,0,crm,backdated change,2024-06-12 00:00:00
EVT000464,AC127,SUB00887,,basic,pro,downgrade,feature,api,159.59,310.53,,,2023-10-01 00:00:00,2023-09-22,2023-10-03 00:00:00,success,1,1,1,support,backdated change,2023-10-04 00:00:00
EVT000465,AC017,SUB00885,,,pro,upgrade,unknown,api,75.68,24.91,-63.72,,2024-11-18 00:00:00,2024-11-11,2024-11-22 00:00:00,success,0,1,1,billing,,2024-11-27 00:00:00
EVT000466,AC109,SUB00302,,,basic,cancel,feature,sales,0.0,0.0,-9.98,22.05,2024-07-18 00:00:00,2024-07-17,2024-07-18 00:00:00,reversed,0,1,1,support,support correction,2024-07-20 00:00:00
EVT000467,AC139,,,pro,enterprise,cancel,unknown,support,0.0,0.0,-12.9,10.89,2023-06-29 00:00:00,2023-06-22,2023-06-29 00:00:00,failed,1,1,1,crm,backdated change,2023-06-30 00:00:00
EVT000468,AC110,SUB00761,USR00309,,,downgrade,support,api,263.54,0.0,,,2023-12-01 00:00:00,2023-11-23,2023-12-02 00:00:00,pending,1,0,0,support,,2023-12-06 00:00:00
EVT000469,AC158,SUB01033,,basic,pro,upgrade,price,support,,0.0,-138.93,24.09,2023-07-22 00:00:00,2023-07-26,2023-07-24 00:00:00,failed,0,1,1,crm,,2023-07-26 00:00:00
EVT000470,AC048,SUB00264,USR00263,enterprise,,downgrade,feature,sales,0.0,0.0,-17.91,-9.9,2023-07-26 00:00:00,2023-07-18,2023-07-30 00:00:00,reversed,1,1,0,billing,support correction,2023-08-03 00:00:00
EVT000471,AC032,SUB00929,USR00367,,,cancel,feature,api,230.12,73.4,-143.8,,2023-09-23 00:00:00,2023-09-26,2023-09-21 00:00:00,failed,0,1,1,crm,,2023-09-25 00:00:00
EVT000472,AC093,SUB00340,,,basic,upgrade,price,support,0.0,0.0,-7.27,,2024-07-16 00:00:00,2024-07-07,2024-07-14 00:00:00,failed,0,1,0,crm,support correction,2024-07-19 00:00:00
EVT000473,AC048,SUB00392,,basic,pro,upgrade,price,api,0.0,0.0,9.12,,2024-06-02 00:00:00,2024-06-03,2024-06-02 00:00:00,success,0,0,0,billing,,2024-06-03 00:00:00
EVT000474,AC011,SUB00295,USR00057,pro,pro,cancel,unknown,api,0.0,0.0,-15.35,18.35,2023-03-22 00:00:00,2023-03-13,2023-03-26 00:00:00,reversed,1,0,1,support,support correction,2023-03-31 00:00:00
EVT000475,AC179,SUB00931,USR00157,basic,basic,downgrade,feature,ui,182.71,0.0,-191.33,30.68,2023-09-03 00:00:00,2023-08-24,2023-09-07 00:00:00,failed,0,0,1,support,backdated change,2023-09-11 00:00:00
EVT000476,AC148,SUB00952,USR00193,pro,basic,resume,unknown,sales,0.0,0.0,17.01,,2024-08-28 00:00:00,2024-08-26,2024-08-29 00:00:00,reversed,0,1,1,billing,backdated change,2024-08-31 00:00:00
EVT000477,AC159,SUB00875,USR00045,,pro,downgrade,unknown,ui,293.63,200.25,-85.66,,2024-09-22 00:00:00,2024-09-21,2024-09-21 00:00:00,reversed,0,0,0,support,,2024-09-23 00:00:00
EVT000478,AC068,SUB00464,USR00171,enterprise,enterprise,cancel,unknown,sales,0.0,173.65,,,2024-01-26 00:00:00,2024-02-03,2024-01-30 00:00:00,reversed,1,1,1,crm,,2024-01-31 00:00:00
EVT000479,AC006,SUB00222,USR00893,basic,,resume,unknown,support,253.71,0.0,-246.5,-38.63,2023-11-10 00:00:00,2023-11-02,2023-11-10 00:00:00,failed,0,1,0,crm,support correction,2023-11-15 00:00:00
EVT000480,AC127,SUB01146,,pro,enterprise,resume,support,api,0.0,269.06,,45.18,2024-04-26 00:00:00,2024-04-20,2024-04-27 00:00:00,pending,1,0,0,crm,,2024-04-29 00:00:00
EVT000481,AC052,SUB00616,USR00160,,basic,upgrade,unknown,support,0.0,252.67,,8.01,2024-04-10 00:00:00,2024-04-19,2024-04-08 00:00:00,reversed,0,0,1,billing,,2024-04-12 00:00:00
EVT000482,AC005,SUB00198,,basic,pro,cancel,feature,sales,0.0,0.0,11.79,-18.72,2023-01-02 00:00:00,2022-12-31,2023-01-02 00:00:00,reversed,0,1,0,crm,backdated change,2023-01-02 00:00:00
EVT000483,AC114,SUB00928,USR00027,basic,pro,cancel,unknown,sales,0.0,0.0,5.44,,2024-11-17 00:00:00,2024-11-20,2024-11-21 00:00:00,pending,0,0,1,crm,support correction,2024-11-23 00:00:00
EVT000484,AC114,SUB00711,USR00185,enterprise,basic,upgrade,unknown,support,0.0,0.0,-2.35,18.13,2024-10-23 00:00:00,2024-10-23,2024-10-23 00:00:00,pending,0,1,0,support,backdated change,2024-10-24 00:00:00
EVT000485,AC153,SUB00341,USR00239,pro,enterprise,downgrade,feature,api,0.0,0.0,-4.23,-17.82,2024-03-17 00:00:00,2024-03-09,2024-03-21 00:00:00,pending,1,0,0,crm,,2024-03-23 00:00:00
EVT000486,AC015,SUB00288,,,pro,downgrade,support,ui,0.0,298.98,304.26,,2024-01-18 00:00:00,2024-01-14,2024-01-22 00:00:00,success,1,0,1,billing,,2024-01-22 00:00:00
EVT000487,AC165,SUB00070,USR00730,enterprise,basic,cancel,feature,sales,0.0,116.32,125.14,,2023-07-08 00:00:00,2023-07-18,2023-07-13 00:00:00,failed,1,0,0,crm,support correction,2023-07-13 00:00:00
EVT000488,AC061,SUB00050,USR00674,,pro,upgrade,price,ui,0.0,37.98,26.09,10.9,2023-11-04 00:00:00,2023-11-07,2023-11-03 00:00:00,reversed,1,0,1,crm,support correction,2023-11-05 00:00:00
EVT000489,AC123,SUB00827,USR00718,pro,enterprise,resume,feature,api,267.35,0.0,,,2024-01-18 00:00:00,2024-01-10,2024-01-20 00:00:00,reversed,1,1,1,support,,2024-01-23 00:00:00
EVT000490,AC179,SUB00165,USR00350,,basic,resume,support,sales,0.0,194.23,198.15,,2023-01-06 00:00:00,2022-12-29,2023-01-11 00:00:00,pending,0,1,0,support,support correction,2023-01-13 00:00:00
EVT000491,AC113,SUB00346,,,enterprise,upgrade,price,sales,73.58,96.29,26.71,,2023-01-16 00:00:00,2023-01-09,2023-01-14 00:00:00,reversed,1,1,0,billing,backdated change,2023-01-18 00:00:00
EVT000492,AC116,SUB00639,USR00502,,basic,resume,feature,support,54.23,0.0,-35.38,,2023-09-04 00:00:00,2023-08-31,2023-09-07 00:00:00,success,0,0,1,crm,,2023-09-08 00:00:00
EVT000493,AC153,SUB00664,USR00714,,,downgrade,unknown,api,63.69,290.72,232.18,,2023-06-28 00:00:00,2023-06-29,2023-07-02 00:00:00,failed,0,1,0,support,backdated change,2023-07-05 00:00:00
EVT000494,AC057,SUB00056,,,enterprise,downgrade,unknown,support,185.16,62.94,-112.84,,2023-03-29 00:00:00,2023-03-22,2023-03-29 00:00:00,success,0,1,1,crm,,2023-03-29 00:00:00
EVT000495,AC074,SUB00527,USR00631,,,resume,unknown,ui,106.42,223.51,,,2023-06-09 00:00:00,2023-06-13,2023-06-08 00:00:00,failed,1,0,0,support,,2023-06-09 00:00:00
EVT000496,AC145,,USR00006,,basic,cancel,feature,support,0.0,91.97,,,2023-06-20 00:00:00,2023-06-21,2023-06-18 00:00:00,reversed,0,0,0,support,,2023-06-18 00:00:00
EVT000497,AC167,SUB00134,USR00293,enterprise,enterprise,downgrade,feature,sales,0.0,0.0,,,2023-03-07 00:00:00,2023-03-15,2023-03-07 00:00:00,pending,1,0,0,crm,support correction,2023-03-11 00:00:00
EVT000498,AC136,SUB00621,USR00046,basic,pro,cancel,feature,api,0.0,94.84,88.83,28.7,2024-03-18 00:00:00,2024-03-11,2024-03-16 00:00:00,pending,1,0,0,crm,backdated change,2024-03-18 00:00:00
EVT000499,AC110,SUB00596,USR00798,,pro,cancel,support,sales,0.0,47.38,34.5,,2023-12-16 00:00:00,2023-12-17,2023-12-16 00:00:00,success,1,0,0,crm,,2023-12-18 00:00:00
EVT000500,AC046,SUB01112,USR00867,pro,,resume,feature,ui,56.05,336.17,289.2,31.03,2024-01-14 00:00:00,2024-01-06,2024-01-12 00:00:00,reversed,0,0,1,billing,,2024-01-13 00:00:00
EVT000501,AC008,SUB00922,USR00310,,basic,downgrade,feature,api,0.0,,,,2024-05-21 00:00:00,2024-05-26,2024-05-25 00:00:00,pending,0,0,1,support,backdated change,2024-05-28 00:00:00
EVT000502,AC099,SUB00200,USR00074,enterprise,pro,resume,unknown,api,111.54,0.0,,,2024-07-23 00:00:00,2024-08-01,2024-07-21 00:00:00,pending,1,0,1,crm,,2024-07-21 00:00:00
EVT000503,AC085,,USR00102,basic,basic,upgrade,feature,support,221.08,,-97.59,14.71,2024-02-19 00:00:00,2024-02-17,2024-02-23 00:00:00,reversed,0,1,1,billing,backdated change,2024-02-26 00:00:00
EVT000504,AC023,SUB00584,USR00339,pro,basic,cancel,support,sales,137.3,88.46,-58.49,,2024-11-20 00:00:00,2024-11-19,2024-11-24 00:00:00,success,1,1,1,support,support correction,2024-11-26 00:00:00
EVT000505,AC087,SUB00922,USR00012,,pro,cancel,unknown,sales,0.0,214.77,,,2023-05-13 00:00:00,2023-05-17,2023-05-14 00:00:00,pending,0,1,0,crm,,2023-05-19 00:00:00
EVT000506,AC073,SUB00785,USR00719,basic,enterprise,cancel,support,support,59.04,0.0,-71.1,-37.87,2023-06-10 00:00:00,2023-06-07,2023-06-08 00:00:00,failed,1,0,0,billing,support correction,2023-06-09 00:00:00
EVT000507,AC066,SUB00105,USR00129,pro,,upgrade,feature,api,0.0,0.0,-12.81,,2024-06-20 00:00:00,2024-06-25,2024-06-22 00:00:00,reversed,1,1,0,crm,,2024-06-26 00:00:00
EVT000508,AC106,SUB00176,USR00231,,basic,downgrade,feature,ui,,0.0,-201.69,,2023-03-08 00:00:00,2023-03-03,2023-03-08 00:00:00,reversed,0,0,1,support,support correction,2023-03-11 00:00:00
EVT000509,AC011,SUB00875,,,basic,downgrade,support,ui,0.0,288.11,291.34,,2024-04-28 00:00:00,2024-04-30,2024-04-29 00:00:00,success,0,0,1,billing,,2024-05-03 00:00:00
EVT000510,AC116,SUB00514,USR00667,basic,,cancel,price,ui,134.64,30.8,-106.17,,2023-01-01 00:00:00,2022-12-23,2023-01-05 00:00:00,reversed,0,0,0,support,backdated change,2023-01-05 00:00:00
EVT000511,AC059,SUB00786,USR00767,pro,,upgrade,unknown,support,0.0,273.94,258.66,,2023-01-07 00:00:00,2023-01-04,2023-01-10 00:00:00,failed,0,1,0,crm,backdated change,2023-01-13 00:00:00
EVT000512,AC033,SUB00125,USR00876,pro,basic,cancel,unknown,sales,,276.11,274.07,-3.93,2024-02-03 00:00:00,2024-02-02,2024-02-08 00:00:00,pending,0,1,1,billing,support correction,2024-02-09 00:00:00
EVT000513,AC033,SUB00120,,enterprise,enterprise,cancel,feature,ui,0.0,0.0,0.87,,2024-05-23 00:00:00,2024-05-20,2024-05-24 00:00:00,failed,0,0,1,support,support correction,2024-05-27 00:00:00
EVT000514,AC003,SUB00121,,enterprise,basic,cancel,feature,ui,66.13,153.89,103.32,,2023-08-07 00:00:00,2023-08-03,2023-08-06 00:00:00,pending,0,0,0,support,,2023-08-10 00:00:00
EVT000515,AC154,SUB00538,,pro,basic,cancel,unknown,sales,0.0,249.61,248.24,-25.68,2024-02-12 00:00:00,2024-02-19,2024-02-15 00:00:00,pending,0,1,0,crm,,2024-02-18 00:00:00
EVT000516,AC022,,USR00084,pro,pro,resume,feature,support,0.0,0.0,-6.85,,2024-11-08 00:00:00,2024-11-17,2024-11-12 00:00:00,success,0,0,1,crm,,2024-11-15 00:00:00
EVT000517,AC125,SUB00896,USR00329,enterprise,,downgrade,price,sales,60.86,0.0,-65.66,-29.33,2023-03-01 00:00:00,2023-02-21,2023-03-03 00:00:00,success,0,0,1,billing,backdated change,2023-03-04 00:00:00
EVT000518,AC035,SUB00908,USR00675,pro,enterprise,resume,feature,sales,53.82,231.09,177.78,15.46,2024-11-02 00:00:00,2024-11-07,2024-11-03 00:00:00,success,1,1,0,support,backdated change,2024-11-05 00:00:00
EVT000519,AC075,SUB00522,,pro,,resume,unknown,support,102.63,35.42,,,2023-08-01 00:00:00,2023-08-06,2023-07-30 00:00:00,success,0,1,0,crm,support correction,2023-07-31 00:00:00
EVT000520,AC103,,USR00024,basic,enterprise,cancel,unknown,api,0.0,245.5,237.66,,2023-09-12 00:00:00,2023-09-04,2023-09-17 00:00:00,success,0,1,0,billing,support correction,2023-09-19 00:00:00
