tckt_id,acct_ref,sub_ref,tckt_cat,prio_cd,tckt_stat,opened_ts,first_resp_ts,resolved_ts,assigned_agent,contact_channel,sla_hrs,csat_score,internal_note
TCK00177,AC139,SUB02398,feature_request,high,pending,2022-09-26 00:00:00,2022-09-26 10:00:00,2022-10-05 21:00:00,Marek Nowak,,24.0,4.0,follow up needed
TCK00178,AC136,SUB01332,,high,resolved,2022-05-15 00:00:00,2022-05-15 21:00:00,,,web,,3.0,billing escalation
TCK00179,AC001,SUB02447,other,urgent,resolved ,2023-04-01 00:00:00,2023-04-03 21:00:00,,A. Kowalska,EMAIL,,3.0,
TCK00180,AC154,SUB01859,feature_request,high,pending,2023-05-09 00:00:00,2023-05-09 11:00:00,2023-05-13 09:00:00,Emily Davis,email,4.0,5.0,follow up needed
TCK00181,AC083,SUB01763,feature_request,urgent,resolved,2022-12-19 00:00:00,2022-12-21 20:00:00,,Anna Kowalska,web,24.0,5.0,follow up needed
TCK00182,AC126,,account,medium,closed,2024-03-26 00:00:00,,,,web,48.0,2.0,follow up needed
TCK00183,AC005,SUB02259,account,low,closed,2024-01-03 00:00:00,2024-01-05 01:00:00,2024-01-07 10:00:00,Marek Nowak,EMAIL,,,
TCK00184,AC029,SUB00881,technical,low,pending,2022-10-19 00:00:00,2022-10-21 20:00:00,2022-10-26 06:00:00,Sarah Brown,phone,4.0,,
TCK00185,AC093,SUB00936,billing,medium,open,2023-09-25 00:00:00,2023-09-27 14:00:00,,,email,8.0,1.0,
TCK00186,AC079,SUB01858,billing,medium,open,2022-10-03 00:00:00,2022-10-05 08:00:00,2022-10-07 20:00:00,,chat,24.0,4.0,
TCK00187,AC062,SUB00390,billing,high,open,2024-03-15 00:00:00,2024-03-16 23:00:00,2024-03-25 10:00:00,Sarah Brown,email,24.0,4.0,customer angry
TCK00188,AC015,SUB01281,feature_request,low,open,2023-07-11 00:00:00,2023-07-12 00:00:00,2023-07-14 17:00:00,Marek Nowak,web,48.0,2.0,customer angry
TCK00189,AC062,SUB01534,feature_request,urgent,resolved ,2022-07-23 00:00:00,2022-07-23 12:00:00,2022-07-25 18:00:00,Emily Davis,phone,8.0,,customer angry
TCK00190,AC146,SUB01943,feature_request,high,pending,2024-02-02 00:00:00,2024-02-04 18:00:00,,Tom Wilson,email,8.0,1.0,follow up needed
TCK00191,AC021,,account,,open,2023-10-11 00:00:00,2023-10-11 01:00:00,,A. Kowalska,chat,4.0,1.0,billing escalation
TCK00192,AC022,SUB00382,technical,medium,closed,2024-03-13 00:00:00,2024-03-13 19:00:00,2024-03-14 18:00:00,John Miller,,,3.0,customer angry
TCK00193,AC125,SUB01527,billing,medium,closed,2022-03-03 00:00:00,2022-03-03 19:00:00,2022-03-12 06:00:00,Marek Nowak,phone,,,
TCK00194,AC018,SUB02279,feature_request,high,resolved ,2024-04-04 00:00:00,2024-04-05 00:00:00,,Sarah Brown,phone,4.0,4.0,
TCK00195,AC137,,technical,,resolved,2023-07-27 00:00:00,2023-07-29 14:00:00,,Tom Wilson,,48.0,3.0,billing escalation
TCK00196,AC033,SUB02301,account,high,reopened,2024-05-31 00:00:00,2024-05-31 08:00:00,2024-06-05 04:00:00,Tom Wilson,web,4.0,,billing escalation
TCK00197,AC033,SUB00501,other,medium,resolved,2023-01-24 00:00:00,2023-01-24 02:00:00,2023-01-28 00:00:00,John Miller,,,4.0,follow up needed
TCK00198,AC169,SUB01733,account,high,closed,2023-06-21 00:00:00,2023-06-23 22:00:00,,Tom Wilson,email,4.0,5.0,customer angry
TCK00199,AC122,SUB00211,billing,medium,open,2022-02-14 00:00:00,2022-02-14 16:00:00,,,chat,4.0,1.0,billing escalation
TCK00200,AC141,SUB02460,other,high,open,2023-10-20 00:00:00,2023-10-22 14:00:00,2023-10-30 02:00:00,Tom Wilson,chat,,,customer angry
TCK00201,AC043,SUB00425,billing,urgent,resolved ,2022-01-14 00:00:00,2022-01-15 02:00:00,2022-01-25 00:00:00,Anna Kowalska,phone,,,
TCK00202,AC068,SUB00872,other,low,resolved ,2024-04-21 00:00:00,2024-04-21 07:00:00,2024-04-24 04:00:00,John Miller,phone,4.0,2.0,billing escalation
TCK00203,AC136,,technical,,resolved ,2022-04-10 00:00:00,2022-04-11 05:00:00,2022-04-13 06:00:00,Marek Nowak,EMAIL,8.0,5.0,billing escalation
TCK00204,AC156,SUB00444,,urgent,open,2023-03-02 00:00:00,2023-03-03 21:00:00,2023-03-11 09:00:00,Sarah Brown,chat,,4.0,billing escalation
TCK00205,AC109,SUB02279,account,high,reopened,2022-12-12 00:00:00,2022-12-14 20:00:00,2022-12-19 14:00:00,Tom Wilson,phone,48.0,,
TCK00206,AC055,SUB01142,feature_request,,resolved ,2024-04-25 00:00:00,2024-04-26 06:00:00,2024-04-28 13:00:00,Emily Davis,phone,48.0,4.0,
TCK00207,AC139,SUB01758,technical,high,open,2022-01-01 00:00:00,2022-01-02 12:00:00,2022-01-08 01:00:00,Emily Davis,chat,8.0,3.0,customer angry
TCK00208,AC177,SUB02547,other,,reopened,2024-03-01 00:00:00,2024-03-02 11:00:00,2024-03-07 22:00:00,Sarah Brown,email,4.0,4.0,
TCK00209,AC052,SUB02281,technical,high,resolved,2022-06-09 00:00:00,2022-06-10 22:00:00,2022-06-13 14:00:00,John Miller,EMAIL,48.0,5.0,follow up needed
TCK00210,AC080,,account,urgent,pending,2024-01-22 00:00:00,,,,,,1.0,billing escalation
TCK00211,AC103,SUB01096,billing,high,resolved,2023-10-20 00:00:00,2023-10-22 00:00:00,,A. Kowalska,web,4.0,2.0,billing escalation
TCK00212,AC172,,other,low,resolved,2022-01-12 00:00:00,2022-01-14 00:00:00,,,EMAIL,8.0,3.0,billing escalation
TCK00213,AC167,SUB01266,feature_request,,reopened,2023-12-16 00:00:00,2023-12-16 06:00:00,2023-12-20 11:00:00,,email,8.0,4.0,
TCK00214,AC096,SUB01438,other,low,reopened,2024-03-16 00:00:00,2024-03-16 16:00:00,2024-03-21 18:00:00,A. Kowalska,phone,4.0,4.0,billing escalation
TCK00215,AC113,,other,medium,closed,2023-03-21 00:00:00,2023-03-21 16:00:00,2023-03-26 20:00:00,A. Kowalska,,,2.0,billing escalation
TCK00216,AC133,SUB02320,account,urgent,resolved,2023-09-23 00:00:00,2023-09-25 19:00:00,2023-09-26 14:00:00,John Miller,email,48.0,4.0,
TCK00217,AC116,SUB00286,account,medium,resolved,2022-12-23 00:00:00,2022-12-24 20:00:00,2022-12-25 03:00:00,,EMAIL,8.0,4.0,customer angry
TCK00218,AC031,,,low,open,2024-04-17 00:00:00,2024-04-18 23:00:00,,Anna Kowalska,chat,,2.0,
TCK00219,AC064,SUB00126,billing,high,pending,2022-01-15 00:00:00,2022-01-15 14:00:00,2022-01-20 15:00:00,,chat,8.0,5.0,billing escalation
TCK00220,AC058,,,low,closed,2024-02-08 00:00:00,2024-02-10 13:00:00,2024-02-12 02:00:00,,email,24.0,2.0,customer angry
TCK00221,AC017,SUB01541,,low,open,2022-10-18 00:00:00,2022-10-19 10:00:00,,A. Kowalska,,24.0,,
TCK00222,AC087,SUB01397,feature_request,medium,closed,2024-06-04 00:00:00,2024-06-05 13:00:00,2024-06-12 12:00:00,,,4.0,3.0,
TCK00223,AC006,,other,urgent,reopened,2024-06-06 00:00:00,2024-06-06 11:00:00,,Anna Kowalska,email,8.0,5.0,
TCK00224,AC151,SUB01329,,high,resolved,2022-12-08 00:00:00,2022-12-08 20:00:00,,Emily Davis,chat,,3.0,customer angry
TCK00225,AC142,SUB02325,billing,,resolved,2023-10-03 00:00:00,2023-10-05 01:00:00,2023-10-13 18:00:00,Marek Nowak,chat,24.0,4.0,follow up needed
TCK00226,AC059,SUB00216,,medium,closed,2022-03-31 00:00:00,2022-04-02 18:00:00,2022-04-09 07:00:00,Marek Nowak,EMAIL,8.0,4.0,
TCK00227,AC151,,,medium,reopened,2023-09-12 00:00:00,2023-09-14 21:00:00,,,,8.0,2.0,
TCK00228,AC057,SUB00204,technical,,pending,2023-12-07 00:00:00,2023-12-09 19:00:00,2023-12-14 10:00:00,Tom Wilson,email,,5.0,customer angry
TCK00229,AC002,SUB01115,account,urgent,closed,2022-07-08 00:00:00,2022-07-08 18:00:00,2022-07-16 22:00:00,Emily Davis,web,24.0,2.0,follow up needed
TCK00230,AC019,SUB01737,other,high,reopened,2022-04-20 00:00:00,2022-04-20 03:00:00,2022-04-26 16:00:00,Marek Nowak,EMAIL,8.0,2.0,customer angry
TCK00231,AC162,SUB01811,feature_request,medium,reopened,2023-01-03 00:00:00,,,,,24.0,2.0,
TCK00232,AC016,SUB00883,billing,urgent,open,2023-05-19 00:00:00,2023-05-19 20:00:00,,Emily Davis,web,8.0,,follow up needed
TCK00233,AC059,SUB00467,other,urgent,resolved ,2024-02-15 00:00:00,2024-02-15 22:00:00,2024-02-20 15:00:00,Tom Wilson,web,8.0,4.0,
TCK00234,AC018,SUB00455,,urgent,resolved ,2024-03-05 00:00:00,,,Tom Wilson,web,,,billing escalation
TCK00235,AC009,SUB02430,feature_request,low,pending,2023-09-01 00:00:00,2023-09-01 04:00:00,2023-09-06 00:00:00,,EMAIL,48.0,,customer angry
TCK00236,AC085,SUB01264,feature_request,urgent,resolved,2023-07-26 00:00:00,2023-07-26 06:00:00,,Emily Davis,web,8.0,4.0,
TCK00237,AC019,,,urgent,open,2023-09-20 00:00:00,2023-09-22 18:00:00,2023-09-27 17:00:00,,email,8.0,5.0,billing escalation
TCK00238,AC132,SUB02455,feature_request,,resolved ,2022-05-19 00:00:00,2022-05-20 17:00:00,2022-05-22 15:00:00,Marek Nowak,web,4.0,3.0,
TCK00239,AC061,,billing,low,resolved ,2023-12-10 00:00:00,2023-12-10 20:00:00,2023-12-12 04:00:00,,,24.0,1.0,billing escalation
TCK00240,AC072,SUB00866,feature_request,,closed,2023-12-26 00:00:00,2023-12-28 17:00:00,2023-12-30 10:00:00,Anna Kowalska,chat,24.0,5.0,follow up needed
TCK00241,AC172,SUB01047,feature_request,high,resolved,2022-06-16 00:00:00,2022-06-16 22:00:00,2022-06-17 12:00:00,,phone,8.0,1.0,follow up needed
TCK00242,AC125,SUB00492,account,low,closed,2022-07-27 00:00:00,,,,web,,1.0,billing escalation
TCK00243,AC055,,billing,,reopened,2023-05-21 00:00:00,2023-05-23 12:00:00,2023-05-28 06:00:00,Anna Kowalska,chat,,3.0,billing escalation
TCK00244,AC139,SUB00720,technical,low,resolved ,2023-10-06 00:00:00,2023-10-07 02:00:00,,Tom Wilson,email,8.0,1.0,billing escalation
TCK00245,AC034,,billing,urgent,pending,2024-05-08 00:00:00,2024-05-09 18:00:00,2024-05-10 07:00:00,Sarah Brown,,24.0,5.0,billing escalation
TCK00246,AC147,SUB00943,other,high,open,2023-08-10 00:00:00,2023-08-10 22:00:00,2023-08-18 22:00:00,John Miller,phone,24.0,3.0,
TCK00247,AC148,SUB01451,feature_request,,open,2024-04-19 00:00:00,,,Emily Davis,web,8.0,1.0,
TCK00248,AC122,,other,low,open,2022-12-04 00:00:00,2022-12-06 19:00:00,2022-12-09 01:00:00,,email,48.0,,billing escalation
TCK00249,AC063,SUB00174,account,high,reopened,2024-03-18 00:00:00,2024-03-19 12:00:00,2024-03-28 14:00:00,Tom Wilson,chat,,5.0,
TCK00250,AC122,SUB01884,other,medium,resolved ,2023-06-17 00:00:00,2023-06-19 15:00:00,2023-06-21 14:00:00,Emily Davis,chat,4.0,1.0,customer angry
TCK00251,AC105,SUB01283,other,urgent,closed,2023-04-22 00:00:00,2023-04-22 15:00:00,2023-04-24 21:00:00,Anna Kowalska,phone,24.0,5.0,follow up needed
TCK00252,AC049,SUB02349,account,high,reopened,2022-01-12 00:00:00,2022-01-13 12:00:00,2022-01-14 06:00:00,,phone,4.0,1.0,
TCK00253,AC025,SUB01711,technical,medium,resolved,2022-12-16 00:00:00,2022-12-19 00:00:00,2022-12-19 08:00:00,Tom Wilson,,48.0,4.0,customer angry
TCK00254,AC025,SUB01660,other,high,closed,2023-10-24 00:00:00,2023-10-24 19:00:00,2023-11-03 08:00:00,A. Kowalska,,4.0,5.0,
TCK00255,AC169,,technical,,resolved ,2023-08-02 00:00:00,2023-08-03 16:00:00,2023-08-03 21:00:00,Tom Wilson,phone,4.0,2.0,
TCK00256,AC111,SUB02532,feature_request,,pending,2024-05-10 00:00:00,,,A. Kowalska,chat,,1.0,
TCK00257,AC091,SUB01483,feature_request,medium,resolved,2023-12-24 00:00:00,2023-12-24 04:00:00,2023-12-25 03:00:00,,phone,8.0,5.0,
TCK00258,AC109,,billing,urgent,reopened,2022-06-29 00:00:00,2022-06-29 04:00:00,2022-07-08 22:00:00,Anna Kowalska,web,,2.0,follow up needed
TCK00259,AC106,SUB00997,technical,low,reopened,2022-12-15 00:00:00,2022-12-17 19:00:00,2022-12-21 07:00:00,Sarah Brown,chat,4.0,4.0,
TCK00260,AC120,SUB01641,billing,,open,2024-01-01 00:00:00,2024-01-01 14:00:00,,Tom Wilson,web,4.0,1.0,billing escalation
TCK00261,AC014,SUB01622,account,medium,resolved,2024-02-24 00:00:00,2024-02-25 15:00:00,,Marek Nowak,chat,24.0,3.0,billing escalation
TCK00262,AC173,SUB01391,account,low,open,2022-11-23 00:00:00,2022-11-23 15:00:00,2022-11-25 08:00:00,,EMAIL,4.0,2.0,billing escalation
TCK00263,AC168,SUB00689,,high,reopened,2022-12-25 00:00:00,2022-12-26 10:00:00,,Marek Nowak,chat,4.0,3.0,billing escalation
TCK00264,AC166,,feature_request,low,open,2022-12-13 00:00:00,2022-12-13 06:00:00,,A. Kowalska,email,4.0,4.0,
TCK00265,AC026,SUB02174,account,medium,resolved ,2022-07-03 00:00:00,2022-07-05 09:00:00,2022-07-08 17:00:00,,email,48.0,5.0,follow up needed
TCK00266,AC016,SUB01432,account,urgent,closed,2022-04-06 00:00:00,2022-04-08 11:00:00,,Marek Nowak,chat,8.0,5.0,
TCK00267,AC104,SUB00605,account,urgent,closed,2023-01-08 00:00:00,2023-01-09 18:00:00,2023-01-19 04:00:00,Anna Kowalska,email,48.0,1.0,
TCK00268,AC087,SUB00600,other,,pending,2023-05-06 00:00:00,2023-05-06 21:00:00,2023-05-10 15:00:00,,email,48.0,,customer angry
TCK00269,AC028,SUB00711,feature_request,urgent,reopened,2022-11-30 00:00:00,2022-11-30 09:00:00,2022-12-06 02:00:00,A. Kowalska,chat,,2.0,billing escalation
TCK00270,AC064,SUB00309,technical,,closed,2022-06-12 00:00:00,2022-06-14 01:00:00,,A. Kowalska,EMAIL,24.0,5.0,follow up needed
TCK00271,AC050,,other,urgent,open,2022-06-27 00:00:00,2022-06-27 09:00:00,2022-07-05 00:00:00,,phone,,1.0,
TCK00272,AC049,SUB02024,billing,,closed,2022-06-30 00:00:00,2022-07-02 03:00:00,,Tom Wilson,web,4.0,1.0,follow up needed
TCK00273,AC138,SUB02310,technical,urgent,reopened,2024-04-16 00:00:00,2024-04-16 00:00:00,2024-04-23 02:00:00,Emily Davis,web,,5.0,
TCK00274,AC115,SUB01839,,high,closed,2022-07-20 00:00:00,2022-07-21 16:00:00,2022-07-30 04:00:00,Tom Wilson,email,,1.0,billing escalation
TCK00275,AC036,SUB02313,account,,open,2023-06-07 00:00:00,2023-06-07 16:00:00,2023-06-08 08:00:00,Anna Kowalska,,,3.0,customer angry
TCK00276,AC109,SUB02559,other,urgent,resolved ,2024-05-31 00:00:00,2024-05-31 03:00:00,2024-06-07 15:00:00,Tom Wilson,,48.0,4.0,
TCK00277,AC047,SUB02570,other,urgent,resolved,2023-03-22 00:00:00,2023-03-22 22:00:00,2023-03-24 23:00:00,A. Kowalska,chat,24.0,,follow up needed
TCK00278,AC072,SUB01802,,low,pending,2022-05-18 00:00:00,,,,,48.0,2.0,customer angry
TCK00279,AC119,,,,closed,2022-05-21 00:00:00,2022-05-23 05:00:00,2022-06-01 18:00:00,Sarah Brown,web,,4.0,billing escalation
TCK00280,AC064,SUB01241,other,low,reopened,2024-04-19 00:00:00,2024-04-20 21:00:00,2024-04-25 10:00:00,,,8.0,,billing escalation
TCK00281,AC020,SUB02423,billing,,closed,2022-10-03 00:00:00,2022-10-05 21:00:00,2022-10-06 06:00:00,Tom Wilson,email,,4.0,customer angry
TCK00282,AC114,,account,urgent,reopened,2022-05-26 00:00:00,2022-05-28 19:00:00,2022-06-05 20:00:00,John Miller,EMAIL,,1.0,follow up needed
TCK00283,AC141,SUB01272,other,high,reopened,2023-04-29 00:00:00,2023-04-29 09:00:00,2023-05-05 04:00:00,Anna Kowalska,phone,,1.0,
TCK00284,AC026,SUB00155,feature_request,high,resolved,2023-04-10 00:00:00,2023-04-12 12:00:00,2023-04-16 01:00:00,Emily Davis,chat,4.0,,billing escalation
TCK00285,AC013,,feature_request,,pending,2024-02-07 00:00:00,2024-02-10 00:00:00,2024-02-16 18:00:00,Anna Kowalska,,24.0,,billing escalation
TCK00286,AC167,SUB00315,billing,high,resolved,2022-01-28 00:00:00,2022-01-28 10:00:00,,Sarah Brown,EMAIL,24.0,3.0,
TCK00287,AC139,SUB00370,technical,urgent,resolved,2022-01-15 00:00:00,2022-01-15 22:00:00,2022-01-23 20:00:00,Sarah Brown,phone,8.0,4.0,follow up needed
TCK00288,AC004,SUB02077,technical,,pending,2024-03-29 00:00:00,2024-03-29 04:00:00,2024-03-30 02:00:00,,web,48.0,2.0,
TCK00289,AC024,SUB02378,account,low,resolved ,2024-01-14 00:00:00,2024-01-15 02:00:00,2024-01-24 02:00:00,Emily Davis,email,4.0,2.0,
TCK00290,AC061,SUB00169,other,medium,closed,2023-02-13 00:00:00,2023-02-15 12:00:00,2023-02-23 13:00:00,A. Kowalska,web,24.0,2.0,billing escalation
TCK00291,AC043,SUB02342,feature_request,high,reopened,2024-06-10 00:00:00,2024-06-11 12:00:00,2024-06-16 07:00:00,Anna Kowalska,email,,,
TCK00292,AC105,SUB01317,billing,high,resolved ,2024-05-14 00:00:00,2024-05-15 10:00:00,2024-05-18 07:00:00,A. Kowalska,web,8.0,,billing escalation
TCK00293,AC125,SUB02054,account,,open,2024-02-28 00:00:00,2024-02-29 19:00:00,2024-03-02 18:00:00,Anna Kowalska,email,4.0,4.0,customer angry
TCK00294,AC124,,account,high,pending,2023-06-22 00:00:00,2023-06-24 09:00:00,2023-07-02 03:00:00,Anna Kowalska,email,,1.0,customer angry
TCK00295,AC055,,billing,low,open,2023-09-01 00:00:00,2023-09-02 03:00:00,2023-09-08 23:00:00,Sarah Brown,web,,2.0,customer angry
TCK00296,AC103,,billing,urgent,resolved,2023-12-14 00:00:00,2023-12-15 13:00:00,2023-12-25 13:00:00,A. Kowalska,,24.0,3.0,follow up needed
TCK00297,AC016,SUB01407,billing,urgent,closed,2024-03-10 00:00:00,,,Tom Wilson,email,24.0,3.0,follow up needed
TCK00298,AC043,SUB00346,technical,,closed,2023-03-28 00:00:00,,,Sarah Brown,,48.0,1.0,follow up needed
TCK00299,AC098,SUB00707,feature_request,high,open,2023-07-08 00:00:00,2023-07-09 03:00:00,2023-07-10 07:00:00,Anna Kowalska,email,4.0,5.0,
TCK00300,AC001,,,low,open,2024-03-06 00:00:00,2024-03-08 15:00:00,,A. Kowalska,phone,8.0,,
TCK00301,AC100,SUB01800,feature_request,urgent,closed,2023-02-05 00:00:00,2023-02-07 17:00:00,2023-02-15 23:00:00,A. Kowalska,,4.0,5.0,follow up needed
TCK00302,AC068,SUB02498,other,high,resolved,2022-01-04 00:00:00,2022-01-06 13:00:00,,Emily Davis,web,4.0,,customer angry
TCK00303,AC117,,feature_request,high,resolved ,2023-01-10 00:00:00,2023-01-11 19:00:00,,Marek Nowak,chat,,1.0,
TCK00304,AC074,SUB01159,,high,closed,2023-11-08 00:00:00,2023-11-10 01:00:00,2023-11-16 19:00:00,John Miller,,48.0,,follow up needed
TCK00305,AC109,SUB01386,billing,,pending,2022-05-24 00:00:00,,,,web,4.0,5.0,
TCK00306,AC179,SUB00215,billing,high,open,2023-05-27 00:00:00,2023-05-29 09:00:00,2023-05-29 14:00:00,Tom Wilson,,4.0,4.0,customer angry
TCK00307,AC143,SUB01371,other,medium,resolved ,2022-08-05 00:00:00,2022-08-07 18:00:00,2022-08-15 00:00:00,Marek Nowak,email,4.0,,follow up needed
TCK00308,AC170,,billing,medium,resolved ,2023-05-16 00:00:00,2023-05-18 12:00:00,2023-05-25 03:00:00,Sarah Brown,email,8.0,,customer angry
TCK00309,AC125,,other,low,open,2022-11-11 00:00:00,2022-11-11 12:00:00,2022-11-13 08:00:00,John Miller,web,,5.0,follow up needed
TCK00310,AC040,SUB01164,,urgent,resolved,2022-03-06 00:00:00,2022-03-08 06:00:00,2022-03-17 04:00:00,John Miller,,,5.0,follow up needed
TCK00311,AC049,SUB02469,technical,high,open,2022-11-26 00:00:00,2022-11-27 03:00:00,2022-12-03 11:00:00,John Miller,phone,8.0,4.0,follow up needed
TCK00312,AC076,SUB01366,other,low,pending,2023-12-15 00:00:00,2023-12-15 21:00:00,2023-12-25 18:00:00,John Miller,,,4.0,follow up needed
TCK00313,AC056,,technical,low,resolved ,2022-01-17 00:00:00,2022-01-17 10:00:00,,Emily Davis,web,48.0,,follow up needed
TCK00314,AC015,SUB01433,technical,medium,reopened,2022-07-31 00:00:00,2022-08-01 10:00:00,2022-08-05 20:00:00,Anna Kowalska,EMAIL,8.0,,
TCK00315,AC149,SUB01606,other,medium,pending,2023-09-19 00:00:00,2023-09-20 14:00:00,2023-09-20 16:00:00,John Miller,EMAIL,4.0,5.0,
TCK00316,AC139,,,medium,resolved,2024-06-02 00:00:00,2024-06-04 21:00:00,2024-06-09 20:00:00,Anna Kowalska,chat,4.0,2.0,
TCK00317,AC016,SUB00348,account,high,pending,2023-05-25 00:00:00,2023-05-25 05:00:00,,A. Kowalska,phone,24.0,5.0,
TCK00318,AC081,SUB01543,technical,low,closed,2022-02-14 00:00:00,2022-02-14 06:00:00,2022-02-16 04:00:00,,email,4.0,2.0,
TCK00319,AC015,SUB01346,,high,pending,2023-08-30 00:00:00,2023-09-01 05:00:00,,John Miller,phone,8.0,1.0,follow up needed
TCK00320,AC013,SUB02157,billing,urgent,reopened,2024-01-26 00:00:00,2024-01-27 01:00:00,2024-01-29 10:00:00,,email,48.0,2.0,follow up needed
TCK00321,AC150,,,medium,resolved ,2023-09-17 00:00:00,2023-09-19 01:00:00,2023-09-23 23:00:00,Tom Wilson,phone,8.0,3.0,follow up needed
TCK00322,AC123,SUB02083,feature_request,urgent,closed,2022-02-02 00:00:00,2022-02-02 07:00:00,2022-02-03 12:00:00,Sarah Brown,phone,8.0,3.0,billing escalation
TCK00323,AC129,SUB01486,technical,low,closed,2022-06-10 00:00:00,2022-06-10 21:00:00,2022-06-16 19:00:00,,web,8.0,5.0,
TCK00324,AC136,SUB00878,technical,medium,resolved,2024-05-07 00:00:00,2024-05-07 01:00:00,2024-05-14 22:00:00,A. Kowalska,EMAIL,8.0,5.0,follow up needed
TCK00325,AC041,SUB01992,feature_request,,open,2023-08-11 00:00:00,2023-08-13 05:00:00,2023-08-13 16:00:00,A. Kowalska,EMAIL,48.0,4.0,customer angry
TCK00326,AC015,,,urgent,pending,2023-04-09 00:00:00,2023-04-09 10:00:00,2023-04-09 14:00:00,Sarah Brown,phone,24.0,2.0,customer angry
TCK00327,AC131,SUB00635,feature_request,,resolved ,2022-01-17 00:00:00,2022-01-18 15:00:00,,Anna Kowalska,web,48.0,2.0,
TCK00328,AC021,,,low,resolved ,2022-07-09 00:00:00,2022-07-10 23:00:00,2022-07-18 12:00:00,John Miller,web,24.0,5.0,customer angry
TCK00329,AC048,SUB00415,other,,pending,2022-10-31 00:00:00,2022-11-01 10:00:00,2022-11-07 23:00:00,John Miller,EMAIL,24.0,,customer angry
TCK00330,AC018,SUB02211,feature_request,high,closed,2023-06-12 00:00:00,2023-06-13 22:00:00,2023-06-15 03:00:00,Anna Kowalska,phone,24.0,2.0,billing escalation
TCK00331,AC153,SUB02157,,medium,pending,2023-12-23 00:00:00,,,Tom Wilson,chat,,1.0,
TCK00332,AC018,,technical,high,resolved,2024-01-26 00:00:00,2024-01-27 02:00:00,2024-02-04 05:00:00,Emily Davis,EMAIL,48.0,3.0,customer angry
TCK00333,AC173,SUB02532,billing,urgent,resolved ,2022-03-06 00:00:00,2022-03-08 09:00:00,2022-03-14 00:00:00,,,,3.0,
TCK00334,AC061,,feature_request,low,open,2023-09-28 00:00:00,2023-09-28 08:00:00,,A. Kowalska,chat,24.0,1.0,customer angry
TCK00335,AC104,SUB00665,technical,,resolved ,2022-06-18 00:00:00,2022-06-18 18:00:00,2022-06-28 02:00:00,Anna Kowalska,phone,48.0,,billing escalation
TCK00336,AC031,,billing,high,pending,2022-05-16 00:00:00,2022-05-18 05:00:00,2022-05-25 03:00:00,John Miller,email,8.0,5.0,
TCK00337,AC146,SUB02559,,,reopened,2023-02-26 00:00:00,2023-02-27 17:00:00,2023-03-06 20:00:00,,web,24.0,5.0,follow up needed
TCK00338,AC064,SUB00679,account,low,pending,2024-03-19 00:00:00,2024-03-20 09:00:00,2024-03-24 09:00:00,Tom Wilson,phone,48.0,2.0,billing escalation
TCK00339,AC149,SUB00179,technical,medium,pending,2022-06-14 00:00:00,2022-06-15 12:00:00,,Marek Nowak,email,4.0,3.0,billing escalation
TCK00340,AC153,SUB00973,other,low,resolved ,2022-05-10 00:00:00,2022-05-11 23:00:00,,Tom Wilson,phone,8.0,3.0,
TCK00341,AC011,SUB02501,billing,urgent,closed,2023-07-07 00:00:00,2023-07-09 20:00:00,2023-07-19 16:00:00,Sarah Brown,web,24.0,2.0,customer angry
TCK00342,AC159,SUB01839,account,urgent,resolved,2024-01-27 00:00:00,2024-01-29 16:00:00,2024-02-06 05:00:00,Sarah Brown,EMAIL,48.0,3.0,customer angry
TCK00343,AC021,SUB00980,other,low,resolved,2024-01-20 00:00:00,2024-01-20 05:00:00,,Anna Kowalska,web,,2.0,
TCK00344,AC108,SUB01922,billing,,resolved ,2023-01-01 00:00:00,,,Marek Nowak,EMAIL,,2.0,
TCK00345,AC169,SUB00795,other,urgent,resolved ,2022-07-20 00:00:00,,,John Miller,EMAIL,48.0,2.0,
TCK00346,AC150,SUB02337,,high,closed,2022-11-22 00:00:00,2022-11-24 17:00:00,2022-12-04 10:00:00,Sarah Brown,,48.0,3.0,
TCK00347,AC145,SUB01892,account,high,resolved,2023-01-17 00:00:00,,,,EMAIL,4.0,2.0,
TCK00348,AC134,SUB01565,,urgent,resolved ,2024-01-30 00:00:00,2024-02-01 08:00:00,2024-02-09 23:00:00,A. Kowalska,chat,,5.0,customer angry
TCK00349,AC081,SUB01715,account,low,reopened,2022-05-28 00:00:00,2022-05-30 12:00:00,2022-06-05 03:00:00,A. Kowalska,email,4.0,4.0,
TCK00350,AC067,SUB00818,technical,medium,pending,2023-03-01 00:00:00,2023-03-03 11:00:00,2023-03-11 13:00:00,A. Kowalska,phone,,4.0,customer angry
TCK00351,AC053,SUB00567,feature_request,medium,open,2024-04-22 00:00:00,2024-04-23 14:00:00,2024-05-01 12:00:00,Anna Kowalska,chat,24.0,3.0,
TCK00352,AC172,SUB00214,,medium,open,2022-05-08 00:00:00,2022-05-09 12:00:00,2022-05-14 18:00:00,John Miller,phone,48.0,1.0,billing escalation
TCK00353,AC081,SUB01521,account,urgent,resolved ,2024-02-03 00:00:00,2024-02-05 13:00:00,2024-02-14 20:00:00,John Miller,phone,,,billing escalation
TCK00354,AC062,SUB00421,account,urgent,resolved ,2022-01-18 00:00:00,2022-01-18 20:00:00,2022-01-20 10:00:00,Sarah Brown,phone,8.0,1.0,
TCK00355,AC068,SUB02114,account,,resolved ,2023-01-05 00:00:00,2023-01-06 21:00:00,,John Miller,EMAIL,8.0,,follow up needed
