pmt_id,inv_id,acct_id,sub_id,pmt_amt,pmt_ccy,fx_rt,net_pmt_amt,fee_amt,pmt_method_cd,pmt_provider_cd,pmt_type_cd,retry_flg,attempt_nbr,pmt_ts,settle_dt,fail_dt,refund_dt,pmt_status_cd,reconciled_flg,manual_adj_flg,chargeback_flg,created_by_sys,last_upd_ts,notes_txt
PMT000752,,AC079,SUB00884,415.08,USD,0.886,414.33,2.0,bank,stripe,charge,0,1,2023-09-29 00:00:00,2023-09-30,2023-09-29,,success,0.0,1,1,manual,2023-10-01 00:00:00,
PMT000753,,AC025,SUB00280,240.52,EUR,1.0252,,3.99,bank,braintree,refund,0,2,2024-08-07 00:00:00,2024-08-10,2024-08-07,2024-08-22,pending,0.0,1,0,billing_sys,2024-08-08 00:00:00,
PMT000754,INV00508,AC037,,238.94,USD,0.9016,235.39,1.4,stripe_cc,stripe,refund,0,2,2023-07-29 00:00:00,2023-08-02,,,success,0.0,1,0,crm,2023-08-02 00:00:00,manual fix
PMT000755,INV00135,AC048,SUB00191,380.99,,,379.92,2.94,card,stripe,reversal,0,3,2023-09-08 00:00:00,2023-09-12,2023-09-09,,pending,1.0,1,0,crm,2023-09-17 00:00:00,
PMT000756,INV00482,AC105,,0.0,,0.92,156.47,3.39,paypal,adyen,reversal,1,3,2023-08-02 00:00:00,2023-08-02,,,failed,0.0,0,0,billing_sys,2023-08-11 00:00:00,
PMT000757,INV00822,AC138,SUB00523,205.28,,1.1165,202.71,2.11,bank,adyen,refund,0,1,2023-11-24 00:00:00,2023-11-23,2023-11-27,,pending,1.0,1,1,crm,2023-11-24 00:00:00,
PMT000758,INV00503,AC075,SUB01162,48.84,usd,,48.59,2.86,bank,adyen,reversal,0,2,2023-08-25 00:00:00,2023-08-30,,,success,0.0,1,1,manual,2023-08-31 00:00:00,manual fix
PMT000759,INV00443,AC048,,289.17,USD,,288.17,3.63,bank,stripe,refund,1,1,2024-04-04 00:00:00,2024-04-02,,,reversed,0.0,0,0,billing_sys,2024-04-04 00:00:00,
PMT000760,INV00608,AC029,SUB00007,358.59,USD,,,3.99,card,braintree,charge,1,2,2024-06-15 00:00:00,2024-06-19,,,reversed,0.0,1,0,crm,2024-06-24 00:00:00,
PMT000761,INV00863,AC022,SUB01122,197.16,,0.9032,196.91,4.61,paypal,braintree,charge,0,4,2024-08-14 00:00:00,2024-08-19,,,pending,0.0,0,1,billing_sys,2024-08-15 00:00:00,
PMT000762,INV00825,AC080,,0.0,USD,,163.97,0.06,paypal,stripe,refund,0,3,2023-03-29 00:00:00,2023-04-01,2023-03-31,,failed,0.0,1,1,crm,2023-04-07 00:00:00,
PMT000763,INV00152,AC014,,140.3,usd,,140.22,0.7,card,braintree,reversal,0,2,2024-09-03 00:00:00,2024-09-05,,,reversed,,1,1,billing_sys,2024-09-05 00:00:00,customer dispute
PMT000764,INV00140,AC120,,39.66,EUR,0.8771,34.9,1.11,stripe_cc,stripe,charge,1,1,2023-05-25 00:00:00,2023-05-23,,,pending,0.0,0,1,billing_sys,2023-06-02 00:00:00,
PMT000765,INV00294,AC171,SUB00815,487.4,USD,0.8243,486.29999999999995,1.32,stripe_cc,stripe,charge,0,2,2024-03-04 00:00:00,2024-03-03,,,pending,,0,1,billing_sys,2024-03-04 00:00:00,
PMT000766,,AC023,,368.83,EUR,1.0861,,3.68,stripe_cc,adyen,charge,1,3,2023-06-29 00:00:00,2023-06-30,,,reversed,0.0,1,0,billing_sys,2023-07-06 00:00:00,customer dispute
PMT000767,INV00008,AC094,SUB00420,58.0,EUR,0.8596,55.21,2.11,stripe_cc,adyen,reversal,0,2,2023-08-13 00:00:00,2023-08-15,,,success,0.0,0,1,manual,2023-08-15 00:00:00,customer dispute
PMT000768,INV00716,AC103,SUB00267,353.28,EUR,1.1826,351.07,4.99,stripe_cc,braintree,refund,1,4,2024-04-08 00:00:00,2024-04-06,,,reversed,0.0,0,0,manual,2024-04-11 00:00:00,manual fix
PMT000769,INV00495,AC078,SUB00258,404.11,usd,0.9088,403.84000000000003,3.63,stripe_cc,braintree,charge,0,2,2023-01-16 00:00:00,,,,pending,,1,1,manual,2023-01-21 00:00:00,retry attempt
PMT000770,INV00659,AC023,SUB00208,485.1,,1.0187,,0.73,bank,stripe,reversal,1,2,2024-01-01 00:00:00,2024-01-03,,,pending,1.0,1,0,manual,2024-01-02 00:00:00,
PMT000771,INV00887,AC005,SUB00202,16.48,USD,0.8727,,4.39,paypal,stripe,reversal,1,1,2024-06-13 00:00:00,2024-06-15,,,reversed,0.0,0,0,billing_sys,2024-06-19 00:00:00,
PMT000772,,AC015,,54.74,USD,0.8807,51.99,2.96,card,stripe,charge,1,1,2023-11-15 00:00:00,2023-11-19,2023-11-16,,reversed,0.0,1,1,billing_sys,2023-11-18 00:00:00,
PMT000773,,AC027,SUB00795,327.85,usd,1.176,324.77000000000004,3.76,card,braintree,reversal,1,1,2024-05-23 00:00:00,2024-05-22,,,reversed,1.0,1,1,crm,2024-05-23 00:00:00,
PMT000774,INV00024,AC121,SUB01144,0.0,,0.8014,,2.34,card,braintree,charge,1,1,2023-03-20 00:00:00,2023-03-21,,,failed,0.0,1,0,manual,2023-03-28 00:00:00,
PMT000775,INV00503,AC031,SUB00994,447.41,EUR,0.8161,444.61,0.53,card,stripe,refund,0,3,2024-09-22 00:00:00,2024-09-27,,,reversed,1.0,0,0,billing_sys,2024-10-02 00:00:00,manual fix
PMT000776,INV00845,AC032,SUB00078,0.0,,1.1054,196.42000000000002,1.3,stripe_cc,stripe,refund,1,3,2024-11-16 00:00:00,,2024-11-17,,failed,,0,0,manual,2024-11-21 00:00:00,retry attempt
PMT000777,INV00005,AC123,SUB00446,0.0,usd,1.1917,444.61,3.83,bank,adyen,charge,0,2,2023-04-02 00:00:00,2023-04-05,2023-04-02,,failed,1.0,1,0,billing_sys,2023-04-02 00:00:00,
PMT000778,INV00235,AC012,,405.7,EUR,0.9508,401.88,3.57,stripe_cc,braintree,refund,1,2,2023-11-05 00:00:00,2023-11-04,,,success,,1,0,crm,2023-11-13 00:00:00,
PMT000779,INV00431,AC067,SUB00319,440.83,,1.1234,436.55,0.61,stripe_cc,stripe,reversal,1,3,2023-04-06 00:00:00,2023-04-04,,,pending,0.0,0,0,crm,2023-04-13 00:00:00,manual fix
PMT000780,INV00266,AC040,SUB00094,283.58,,,283.49,1.48,paypal,adyen,reversal,1,3,2023-04-11 00:00:00,2023-04-11,,,success,1.0,1,0,billing_sys,2023-04-16 00:00:00,
PMT000781,INV00270,AC167,SUB00471,234.6,,0.8245,,1.59,bank,braintree,charge,0,4,2024-03-28 00:00:00,2024-03-27,2024-03-29,2024-04-14,pending,0.0,1,1,manual,2024-04-04 00:00:00,retry attempt
PMT000782,INV00413,AC038,SUB00381,386.44,EUR,0.9795,385.76,2.23,stripe_cc,braintree,charge,0,4,2024-01-28 00:00:00,2024-01-26,2024-01-29,,reversed,,0,1,billing_sys,2024-02-05 00:00:00,customer dispute
PMT000783,INV00856,AC122,SUB00833,67.06,USD,1.0068,62.09,2.96,bank,stripe,charge,1,3,2024-05-02 00:00:00,2024-05-06,,,reversed,1.0,0,1,billing_sys,2024-05-12 00:00:00,
PMT000784,INV00461,AC110,SUB00019,372.39,EUR,,370.78,2.25,stripe_cc,braintree,reversal,1,4,2024-09-10 00:00:00,2024-09-10,,,pending,1.0,1,0,crm,2024-09-11 00:00:00,
PMT000785,INV00881,AC104,SUB00267,0.0,,0.8721,76.97,3.22,stripe_cc,stripe,charge,0,4,2023-01-29 00:00:00,2023-01-30,,,failed,,1,1,manual,2023-01-30 00:00:00,customer dispute
PMT000786,INV00275,AC142,SUB01134,442.11,usd,,,0.52,stripe_cc,braintree,charge,0,2,2023-04-20 00:00:00,2023-04-24,2023-04-22,,pending,0.0,1,0,billing_sys,2023-04-24 00:00:00,retry attempt
PMT000787,INV00462,AC119,SUB00040,34.97,usd,0.8322,32.74,3.89,paypal,braintree,charge,0,3,2024-11-25 00:00:00,2024-11-29,,,success,0.0,0,1,crm,2024-11-27 00:00:00,manual fix
PMT000788,INV00286,AC114,SUB00495,432.2,USD,1.1832,,1.99,paypal,adyen,charge,0,3,2023-10-14 00:00:00,2023-10-18,,,reversed,,1,0,manual,2023-10-23 00:00:00,retry attempt
PMT000789,INV00587,AC031,SUB00456,249.16,EUR,0.9194,245.07,0.3,stripe_cc,braintree,refund,1,4,2024-09-11 00:00:00,2024-09-12,2024-09-12,,success,0.0,1,0,manual,2024-09-21 00:00:00,manual fix
PMT000790,,AC001,SUB01119,375.71,,0.8011,370.73999999999995,3.77,card,stripe,charge,0,1,2023-12-31 00:00:00,2024-01-01,,,pending,0.0,0,0,billing_sys,2024-01-01 00:00:00,manual fix
PMT000791,INV00178,AC041,SUB00395,273.4,usd,,,0.84,paypal,stripe,charge,0,3,2023-11-03 00:00:00,2023-11-04,,,success,1.0,1,0,billing_sys,2023-11-12 00:00:00,retry attempt
PMT000792,INV00595,AC130,SUB01148,0.0,EUR,0.8833,,3.88,bank,stripe,refund,0,4,2023-12-12 00:00:00,2023-12-14,,,failed,,1,0,billing_sys,2023-12-20 00:00:00,
PMT000793,INV00342,AC154,SUB00275,49.78,USD,,47.300000000000004,0.99,stripe_cc,adyen,refund,1,3,2023-12-22 00:00:00,2023-12-23,2023-12-24,,success,0.0,1,0,manual,2023-12-26 00:00:00,
PMT000794,INV00186,AC102,SUB00470,493.06,USD,0.8928,488.34,4.27,paypal,adyen,refund,0,4,2024-08-02 00:00:00,2024-08-03,,,success,0.0,0,0,manual,2024-08-08 00:00:00,
PMT000795,INV00141,AC070,,440.28,usd,0.8251,435.97999999999996,1.77,paypal,stripe,refund,0,2,2024-04-04 00:00:00,2024-04-05,2024-04-05,,pending,,0,1,billing_sys,2024-04-14 00:00:00,
PMT000796,INV00130,AC096,SUB00515,320.67,usd,,,2.73,paypal,braintree,reversal,1,1,2024-06-13 00:00:00,2024-06-18,,,pending,,0,1,manual,2024-06-20 00:00:00,customer dispute
PMT000797,INV00776,AC044,SUB01144,0.0,,0.9432,289.13,1.7,paypal,adyen,refund,0,3,2023-02-12 00:00:00,2023-02-16,,,failed,1.0,0,0,crm,2023-02-18 00:00:00,customer dispute
PMT000798,INV00599,AC044,SUB00444,136.73,EUR,0.8321,135.89,0.8,bank,adyen,charge,0,2,2023-05-19 00:00:00,2023-05-23,,2023-06-05,reversed,,1,0,crm,2023-05-26 00:00:00,retry attempt
PMT000799,INV00174,AC042,,324.83,EUR,,323.95,0.06,card,braintree,reversal,1,4,2024-07-19 00:00:00,2024-07-23,2024-07-21,,success,,1,0,billing_sys,2024-07-25 00:00:00,customer dispute
PMT000800,INV00370,AC111,,414.88,USD,0.914,,3.59,card,stripe,reversal,0,2,2023-01-01 00:00:00,2023-01-03,,,success,0.0,0,0,billing_sys,2023-01-05 00:00:00,customer dispute
PMT000801,INV00022,AC136,,426.83,,0.9281,426.28,3.43,stripe_cc,stripe,refund,1,2,2023-04-06 00:00:00,2023-04-05,,,success,0.0,1,0,billing_sys,2023-04-15 00:00:00,manual fix
PMT000802,INV00878,AC058,SUB00422,225.12,usd,0.8459,221.16,1.29,card,adyen,refund,0,2,2023-08-22 00:00:00,2023-08-27,2023-08-24,,reversed,1.0,1,1,crm,2023-08-23 00:00:00,retry attempt
PMT000803,INV00431,AC009,SUB00427,197.24,EUR,0.872,193.15,4.4,card,adyen,refund,1,1,2024-04-15 00:00:00,2024-04-15,,,pending,1.0,0,0,crm,2024-04-24 00:00:00,
PMT000804,INV00274,AC069,,0.0,,,144.94000000000003,1.68,bank,braintree,refund,1,4,2024-08-01 00:00:00,2024-08-02,2024-08-02,2024-08-07,failed,0.0,0,1,crm,2024-08-09 00:00:00,manual fix
PMT000805,INV00479,AC045,,281.91,,0.9065,277.01000000000005,0.02,paypal,stripe,reversal,1,3,2023-08-19 00:00:00,2023-08-23,,,success,1.0,0,0,crm,2023-08-23 00:00:00,retry attempt
PMT000806,INV00438,AC013,SUB00841,241.09,USD,,236.31,2.61,paypal,stripe,refund,0,4,2023-11-25 00:00:00,2023-11-23,,2023-12-03,success,0.0,1,1,crm,2023-11-29 00:00:00,customer dispute
PMT000807,INV00305,AC178,,120.75,EUR,1.0986,116.06,0.75,stripe_cc,braintree,charge,0,1,2024-04-23 00:00:00,2024-04-23,,,success,1.0,1,0,manual,2024-04-30 00:00:00,
PMT000808,,AC010,,208.89,usd,1.1659,207.66,0.14,stripe_cc,braintree,refund,0,1,2024-01-30 00:00:00,2024-01-28,,,reversed,1.0,0,0,billing_sys,2024-02-01 00:00:00,customer dispute
PMT000809,INV00463,AC131,SUB00883,389.17,EUR,,385.79,4.04,card,adyen,refund,0,4,2024-02-25 00:00:00,2024-03-01,,,success,,0,1,crm,2024-02-25 00:00:00,manual fix
PMT000810,INV00121,AC178,SUB00538,0.0,,1.1059,318.21000000000004,3.62,card,adyen,refund,0,2,2024-10-14 00:00:00,2024-10-17,,,failed,0.0,1,0,manual,2024-10-24 00:00:00,
PMT000811,INV00581,AC138,SUB01005,92.77,USD,0.9675,88.35,1.02,bank,adyen,charge,1,1,2024-04-30 00:00:00,2024-05-01,,,success,1.0,1,0,crm,2024-05-09 00:00:00,manual fix
PMT000812,INV00090,AC173,SUB00670,0.0,EUR,1.0559,269.54,1.79,stripe_cc,adyen,charge,1,2,2023-06-11 00:00:00,,,,failed,1.0,1,0,billing_sys,2023-06-16 00:00:00,manual fix
PMT000813,INV00252,AC014,SUB00155,282.9,,0.8447,278.59999999999997,0.03,stripe_cc,braintree,refund,0,1,2024-09-13 00:00:00,2024-09-13,,,pending,,0,0,crm,2024-09-23 00:00:00,manual fix
PMT000814,INV00460,AC012,,51.11,USD,1.1909,49.62,2.23,card,stripe,charge,0,1,2024-08-17 00:00:00,2024-08-17,,,success,1.0,0,0,manual,2024-08-23 00:00:00,
PMT000815,INV00020,AC118,,166.49,EUR,0.8735,163.33,0.44,stripe_cc,braintree,charge,1,1,2023-06-28 00:00:00,2023-06-30,,,success,1.0,0,0,crm,2023-07-04 00:00:00,customer dispute
PMT000816,INV00468,AC015,SUB00359,0.0,,,419.81,1.35,paypal,braintree,refund,0,3,2023-05-16 00:00:00,2023-05-14,,,failed,,1,0,billing_sys,2023-05-18 00:00:00,
PMT000817,INV00600,AC024,SUB00320,190.1,usd,0.8995,,4.55,stripe_cc,adyen,reversal,0,2,2023-10-30 00:00:00,2023-10-30,,,reversed,,1,0,billing_sys,2023-11-03 00:00:00,retry attempt
PMT000818,INV00772,AC021,SUB00901,115.04,EUR,0.9114,,1.22,stripe_cc,braintree,refund,0,1,2024-01-20 00:00:00,2024-01-23,2024-01-22,2024-02-01,reversed,,1,1,billing_sys,2024-01-28 00:00:00,manual fix
PMT000819,INV00391,AC104,SUB01084,0.0,,,,1.86,paypal,braintree,refund,0,2,2023-10-11 00:00:00,2023-10-15,,,failed,1.0,0,1,billing_sys,2023-10-13 00:00:00,customer dispute
PMT000820,INV00354,AC097,SUB00317,483.42,usd,,479.75,4.33,stripe_cc,braintree,reversal,1,4,2024-07-31 00:00:00,2024-07-31,2024-08-03,,reversed,0.0,1,1,billing_sys,2024-08-04 00:00:00,
PMT000821,,AC052,SUB00389,0.0,USD,,,0.05,card,stripe,refund,1,1,2023-09-10 00:00:00,2023-09-12,,2023-09-19,failed,,1,1,billing_sys,2023-09-19 00:00:00,
PMT000822,INV00122,AC005,,366.89,,1.1605,364.53999999999996,0.17,stripe_cc,braintree,refund,1,3,2023-11-09 00:00:00,2023-11-10,,,success,,0,1,billing_sys,2023-11-14 00:00:00,
PMT000823,INV00497,AC110,SUB00210,416.67,EUR,1.0482,,4.69,card,braintree,refund,1,2,2024-10-26 00:00:00,2024-10-26,2024-10-27,,success,0.0,1,1,billing_sys,2024-11-05 00:00:00,
PMT000824,INV00157,AC167,SUB00595,218.15,USD,1.1182,216.86,3.55,paypal,stripe,charge,0,4,2024-04-04 00:00:00,2024-04-08,,,pending,1.0,1,0,billing_sys,2024-04-04 00:00:00,customer dispute
PMT000825,,AC148,SUB00368,35.74,USD,,32.63,4.18,card,braintree,charge,1,2,2024-05-16 00:00:00,2024-05-21,2024-05-17,2024-05-28,reversed,0.0,0,1,manual,2024-05-18 00:00:00,manual fix
PMT000826,INV00027,AC114,SUB01095,306.42,,1.1098,306.09000000000003,4.84,card,braintree,refund,1,3,2023-11-14 00:00:00,,,,pending,,0,1,manual,2023-11-14 00:00:00,
PMT000827,,AC091,SUB00524,330.42,USD,0.8293,327.88,1.72,card,braintree,reversal,0,3,2024-01-01 00:00:00,2023-12-31,,,pending,1.0,1,1,manual,2024-01-10 00:00:00,customer dispute
PMT000828,INV00841,AC122,,461.3,EUR,,457.16,0.06,paypal,adyen,refund,0,3,2024-11-16 00:00:00,2024-11-19,,,success,0.0,0,0,billing_sys,2024-11-24 00:00:00,
PMT000829,INV00381,AC140,SUB00571,84.36,USD,1.0137,,1.96,bank,braintree,reversal,1,1,2024-11-28 00:00:00,2024-11-29,,,success,1.0,1,1,manual,2024-12-07 00:00:00,retry attempt
PMT000830,INV00480,AC077,,0.0,USD,1.0029,,3.84,stripe_cc,adyen,charge,1,1,2023-07-28 00:00:00,2023-07-29,,,failed,0.0,0,0,manual,2023-08-07 00:00:00,manual fix
PMT000831,INV00283,AC142,SUB00097,192.39,EUR,,191.45999999999998,0.6,stripe_cc,stripe,refund,1,2,2023-08-16 00:00:00,2023-08-15,2023-08-17,,success,1.0,0,1,manual,2023-08-16 00:00:00,customer dispute
PMT000832,INV00696,AC174,SUB00403,242.72,USD,0.8254,242.35,3.09,paypal,braintree,charge,1,4,2024-05-03 00:00:00,2024-05-05,,,success,1.0,1,1,billing_sys,2024-05-09 00:00:00,retry attempt
PMT000833,INV00014,AC036,SUB00151,461.81,EUR,,457.75,4.54,card,stripe,refund,1,1,2023-09-12 00:00:00,2023-09-15,,,pending,0.0,1,0,billing_sys,2023-09-18 00:00:00,customer dispute
PMT000834,INV00440,AC069,SUB01117,68.99,USD,,68.77,0.59,bank,stripe,reversal,0,1,2023-09-02 00:00:00,2023-09-06,,,success,0.0,0,1,crm,2023-09-04 00:00:00,retry attempt
PMT000835,INV00845,AC048,SUB00086,186.5,USD,1.0134,,4.32,stripe_cc,adyen,refund,1,3,2024-04-16 00:00:00,2024-04-19,,,success,1.0,0,0,crm,2024-04-20 00:00:00,
PMT000836,INV00017,AC162,SUB01123,116.44,,0.9402,112.00999999999999,4.23,paypal,adyen,refund,0,2,2024-09-11 00:00:00,2024-09-13,,,success,,1,0,billing_sys,2024-09-18 00:00:00,
PMT000837,INV00431,AC036,SUB00867,10.98,USD,0.9185,10.21,2.11,stripe_cc,stripe,charge,0,3,2024-05-21 00:00:00,2024-05-19,,,reversed,0.0,1,1,billing_sys,2024-05-22 00:00:00,manual fix
PMT000838,INV00829,AC025,SUB00111,319.23,EUR,1.0288,318.33000000000004,1.51,bank,stripe,reversal,1,3,2023-07-23 00:00:00,2023-07-21,2023-07-24,,success,1.0,0,1,crm,2023-07-28 00:00:00,retry attempt
PMT000839,INV00472,AC032,SUB00164,236.43,,1.0974,232.84,2.9,stripe_cc,adyen,refund,0,2,2023-04-10 00:00:00,2023-04-13,,,success,1.0,1,1,manual,2023-04-20 00:00:00,
PMT000840,INV00764,AC178,SUB00971,0.0,USD,0.8977,,3.21,bank,stripe,charge,1,4,2024-04-16 00:00:00,2024-04-20,,2024-05-01,failed,0.0,0,0,manual,2024-04-25 00:00:00,customer dispute
PMT000841,,AC144,SUB00660,205.41,usd,1.1262,200.93,2.3,bank,adyen,charge,1,4,2023-08-06 00:00:00,2023-08-06,,,pending,,0,0,manual,2023-08-14 00:00:00,manual fix
PMT000842,INV00001,AC017,SUB00387,15.74,usd,0.8701,15.05,4.81,stripe_cc,braintree,charge,0,1,2024-10-29 00:00:00,2024-10-29,2024-10-30,,success,1.0,1,1,billing_sys,2024-11-03 00:00:00,manual fix
PMT000843,INV00227,AC032,,165.19,,1.1939,164.42,3.87,stripe_cc,braintree,reversal,0,2,2023-12-17 00:00:00,2023-12-17,,2024-01-01,success,1.0,1,0,billing_sys,2023-12-18 00:00:00,customer dispute
PMT000844,,AC114,,152.88,EUR,,152.71,3.07,bank,braintree,reversal,1,2,2024-06-02 00:00:00,2024-05-31,,,reversed,0.0,0,1,manual,2024-06-06 00:00:00,
PMT000845,INV00376,AC130,,434.93,,0.9485,430.72,2.15,bank,stripe,charge,0,4,2023-05-16 00:00:00,2023-05-21,,,reversed,,1,1,crm,2023-05-22 00:00:00,
PMT000846,INV00223,AC151,SUB01169,0.0,,1.1355,320.41,2.99,card,adyen,reversal,1,1,2023-10-17 00:00:00,2023-10-22,,,failed,,1,1,billing_sys,2023-10-21 00:00:00,
PMT000847,INV00764,AC057,SUB00527,0.0,,,,3.59,card,braintree,charge,1,3,2024-11-08 00:00:00,2024-11-09,2024-11-11,,failed,1.0,0,1,billing_sys,2024-11-08 00:00:00,
PMT000848,INV00198,AC152,SUB00623,0.0,,1.1307,459.2,1.99,stripe_cc,braintree,reversal,1,1,2023-07-06 00:00:00,2023-07-11,,,failed,,0,0,billing_sys,2023-07-13 00:00:00,
PMT000849,INV00205,AC179,SUB01179,29.49,EUR,0.987,26.49,4.86,paypal,adyen,charge,1,4,2024-10-20 00:00:00,2024-10-25,2024-10-22,2024-11-06,success,,1,1,billing_sys,2024-10-30 00:00:00,
PMT000850,INV00123,AC013,SUB00122,0.0,usd,0.9537,,0.49,paypal,adyen,refund,1,4,2023-09-05 00:00:00,2023-09-03,,,failed,1.0,1,1,crm,2023-09-10 00:00:00,manual fix
PMT000851,,AC099,SUB00692,218.32,,1.1423,218.03,0.36,stripe_cc,adyen,refund,1,1,2024-05-20 00:00:00,2024-05-23,2024-05-21,,success,1.0,1,1,billing_sys,2024-05-28 00:00:00,
PMT000852,INV00437,AC005,SUB00478,104.79,EUR,1.1469,102.53,4.79,stripe_cc,stripe,charge,1,3,2024-09-18 00:00:00,2024-09-23,,2024-09-25,reversed,0.0,1,0,billing_sys,2024-09-18 00:00:00,manual fix
PMT000853,INV00444,AC164,,110.23,,1.1472,105.75,4.39,bank,adyen,refund,0,3,2023-02-19 00:00:00,2023-02-20,2023-02-21,,success,1.0,1,1,manual,2023-02-19 00:00:00,manual fix
PMT000854,INV00522,AC004,SUB01021,386.19,usd,1.0707,383.27,3.14,card,stripe,reversal,1,1,2023-11-22 00:00:00,2023-11-20,,,reversed,,1,1,billing_sys,2023-12-02 00:00:00,
PMT000855,INV00288,AC157,SUB00036,0.0,,,487.40000000000003,0.48,stripe_cc,braintree,refund,1,3,2023-08-27 00:00:00,2023-08-26,,,failed,1.0,1,1,billing_sys,2023-09-06 00:00:00,manual fix
PMT000856,INV00513,AC134,SUB00265,0.0,EUR,1.008,342.36,4.69,card,braintree,refund,0,2,2023-03-10 00:00:00,2023-03-14,,,failed,0.0,0,1,billing_sys,2023-03-20 00:00:00,manual fix
PMT000857,INV00300,AC133,,87.04,,,,2.01,bank,braintree,reversal,0,3,2024-07-15 00:00:00,,,,reversed,,0,1,manual,2024-07-23 00:00:00,retry attempt
PMT000858,INV00562,AC152,SUB00861,411.74,usd,,411.02,3.27,card,adyen,reversal,0,2,2023-10-29 00:00:00,2023-10-29,,,pending,0.0,1,0,billing_sys,2023-11-04 00:00:00,manual fix
PMT000859,INV00073,AC161,SUB00862,492.29,,0.881,487.35,4.39,card,adyen,reversal,0,4,2023-10-07 00:00:00,2023-10-12,2023-10-09,,pending,1.0,0,1,crm,2023-10-16 00:00:00,
PMT000860,INV00847,AC141,,382.24,EUR,0.9773,382.13,0.78,card,braintree,refund,1,1,2024-07-25 00:00:00,2024-07-27,,,reversed,,1,0,billing_sys,2024-07-26 00:00:00,
PMT000861,INV00581,AC166,SUB01072,404.6,,1.1137,,3.84,card,braintree,refund,0,4,2023-01-29 00:00:00,2023-02-01,,,success,,0,0,billing_sys,2023-02-05 00:00:00,
PMT000862,INV00237,AC058,,279.64,,1.043,279.40999999999997,3.57,card,adyen,refund,1,4,2023-05-16 00:00:00,2023-05-17,,,reversed,1.0,0,0,crm,2023-05-21 00:00:00,customer dispute
PMT000863,INV00338,AC088,SUB00652,0.0,,0.8131,,0.47,stripe_cc,braintree,reversal,0,3,2023-01-14 00:00:00,2023-01-19,,,failed,1.0,1,0,crm,2023-01-19 00:00:00,
PMT000864,INV00668,AC180,,157.74,usd,1.1911,153.49,0.99,stripe_cc,stripe,refund,1,1,2024-07-04 00:00:00,2024-07-05,2024-07-04,,reversed,,1,1,manual,2024-07-11 00:00:00,
PMT000865,INV00525,AC075,,403.13,,0.9174,398.18,4.1,stripe_cc,braintree,refund,1,1,2023-02-24 00:00:00,,,,pending,0.0,0,1,crm,2023-02-27 00:00:00,customer dispute
PMT000866,INV00165,AC154,SUB00302,472.73,,,467.92,3.87,bank,braintree,charge,0,1,2024-06-02 00:00:00,2024-06-03,,,pending,1.0,1,0,billing_sys,2024-06-05 00:00:00,retry attempt
PMT000867,INV00261,AC138,,189.56,,0.8096,188.52,1.46,stripe_cc,adyen,reversal,1,4,2023-11-04 00:00:00,2023-11-03,,,pending,0.0,1,1,manual,2023-11-08 00:00:00,
PMT000868,INV00453,AC001,SUB00331,464.9,usd,,462.88,2.76,paypal,stripe,charge,1,3,2024-10-04 00:00:00,2024-10-09,,,success,1.0,0,1,manual,2024-10-07 00:00:00,customer dispute
PMT000869,INV00296,AC171,SUB00495,0.0,usd,0.8115,,4.81,paypal,braintree,charge,1,2,2024-04-05 00:00:00,2024-04-07,2024-04-06,,failed,0.0,1,1,crm,2024-04-12 00:00:00,
PMT000870,INV00321,AC101,SUB00570,476.51,usd,1.1687,,4.25,bank,stripe,reversal,0,3,2024-09-06 00:00:00,2024-09-10,,,success,,0,0,billing_sys,2024-09-13 00:00:00,customer dispute
PMT000871,,AC116,SUB00671,310.51,usd,0.9104,309.14,0.13,bank,stripe,charge,1,1,2024-07-21 00:00:00,2024-07-22,,,success,1.0,1,1,crm,2024-07-23 00:00:00,customer dispute
PMT000872,INV00582,AC150,SUB00731,377.05,,1.0535,373.26,3.2,stripe_cc,braintree,refund,1,3,2023-02-23 00:00:00,2023-02-22,,,reversed,1.0,0,0,billing_sys,2023-03-03 00:00:00,manual fix
PMT000873,INV00801,AC070,SUB00524,0.0,,0.8722,35.32,0.0,stripe_cc,stripe,charge,0,3,2023-01-03 00:00:00,2023-01-03,,,failed,1.0,1,0,crm,2023-01-13 00:00:00,customer dispute
PMT000874,INV00478,AC151,SUB00438,349.86,USD,,348.41,2.92,paypal,stripe,refund,1,4,2023-10-27 00:00:00,2023-10-28,2023-10-27,,reversed,,0,0,manual,2023-11-04 00:00:00,manual fix
PMT000875,INV00333,AC024,SUB00513,0.0,usd,1.0139,,0.52,card,adyen,reversal,0,4,2024-05-29 00:00:00,,2024-06-01,,failed,,1,1,crm,2024-06-02 00:00:00,retry attempt
PMT000876,INV00439,AC149,SUB00501,276.22,USD,0.9053,275.24,2.02,card,stripe,charge,0,2,2023-12-05 00:00:00,2023-12-10,,,success,1.0,1,1,manual,2023-12-05 00:00:00,manual fix
PMT000877,INV00492,AC010,,395.19,USD,,392.36,0.1,stripe_cc,adyen,charge,0,2,2023-05-22 00:00:00,2023-05-22,,2023-06-01,success,0.0,1,0,billing_sys,2023-05-27 00:00:00,retry attempt
PMT000878,,AC170,SUB00095,74.22,USD,,71.55,1.05,card,stripe,charge,0,3,2024-08-24 00:00:00,2024-08-24,2024-08-25,2024-09-06,success,1.0,0,0,billing_sys,2024-08-27 00:00:00,
