subtotal_amt,billing_period_start,created_at,currency,line_item_cnt,invoice_id,invoice_date,invoice_status,amount_paid,discount_amt,paid_dt,invoice_num,writeoff_flg,acct_id,subscription_id,billing_period_end,total_amt,amount_due,billing_freq_cd,due_dt,proration_flg,tax_amt
49.0,2023-09-23,2023-09-23,USD,2.0,770,2023-09-24,unpaid,99.0,10.0,,INV-767866,False,AC115,484,2023-10-23,48.9,99.0,,2023-01-17,,9.9
199.0,2023-02-21,2023-02-21,usd,3.0,771,2023-02-22,failed,0.0,0.0,,INV5386,True,AC037,403,2023-03-23,,,M,2022-10-12,True,9.9
199.0,2021-09-30,2021-09-30,USD,3.0,772,2021-10-01,unpaid,,20.0,2024-02-27,INV-774794,False,AC053,535,2021-10-30,,99.0,annual,2020-06-29,True,
29.0,2020-12-06,2020-12-06,usd,,773,2020-12-07,Paid,0.0,,,INV-885809,False,AC048,285,2021-01-05,99.0,49.0,,,True,2.9
29.0,2023-11-24,2023-11-24,usd,1.0,774,2023-11-25,failed,,5.0,,INV-232501,,AC097,257,2023-12-24,26.9,29.0,,2023-04-19,,2.9
,2020-12-30,2020-12-30,,2.0,775,2020-12-31,Paid,0.0,10.0,2021-02-13,INV-467880,False,AC095,26,2021-01-29,,99.0,,2020-08-10,False,0.0
29.0,2021-03-13,2021-03-13,EUR,1.0,776,2021-03-14,paid,99.0,20.0,2024-06-23,INV-202543,True,AC152,196,2021-04-12,18.9,,monthly,2022-09-30,False,9.9
,2021-02-05,2021-02-05,EUR,3.0,777,2021-02-06,paid,,5.0,2021-12-19,INV-965629,True,AC071,453,2021-03-07,,99.0,,2022-05-21,,2.9
199.0,2023-04-15,2023-04-15,,1.0,778,2023-04-16,failed,29.0,10.0,,INV-338889,False,AC107,318,2023-05-15,189.0,99.0,,2021-04-19,True,0.0
99.0,2022-10-26,2022-10-26,,3.0,779,2022-10-27,Paid,29.0,5.0,2020-06-01,INV-216220,,AC151,14,2022-11-25,29.0,99.0,annual,2023-12-19,True,
199.0,2022-03-26,2022-03-26,USD,0.0,780,2022-03-27,paid,99.0,20.0,2020-05-13,INV-663113,,AC107,45,2022-04-25,179.0,99.0,annual,2023-11-22,,0.0
199.0,2024-11-02,2024-11-02,EUR,1.0,781,2024-11-03,Paid,0.0,5.0,,INV-331164,True,AC001,483,2024-12-02,,,annual,2021-01-25,,
199.0,2024-03-15,2024-03-15,USD,,782,2024-03-16,unpaid,99.0,10.0,,INV-512785,,AC013,107,2024-04-14,,29.0,monthly,2022-08-14,,
29.0,2023-12-16,2023-12-16,usd,,783,2023-12-17,paid,29.0,0.0,2023-10-07,INV-948025,,AC031,182,2024-01-15,,49.0,monthly,2023-11-04,,
99.0,2020-04-24,2020-04-24,USD,,784,2020-04-25,failed,99.0,,2023-10-31,INV-578015,False,AC032,455,2020-05-24,,29.0,Y,2024-01-09,True,9.9
,2024-10-12,2024-10-12,,1.0,785,2024-10-13,unpaid,99.0,20.0,,INV8969,False,AC086,199,2024-11-11,,29.0,annual,2020-10-23,True,
29.0,2023-04-16,2023-04-16,usd,0.0,786,2023-04-17,paid,0.0,,2022-02-14,INV-116566,False,AC130,376,2023-05-16,,29.0,monthly,2021-04-18,False,0.0
99.0,2020-05-13,2020-05-13,USD,,787,2020-05-14,unpaid,99.0,0.0,,INV7029,False,AC141,198,2020-06-12,99.0,49.0,,2023-05-26,True,9.9
29.0,2022-06-27,2022-06-27,EUR,,788,2022-06-28,Paid,,,2024-10-22,INV-480820,,AC148,46,2022-07-27,,99.0,annual,2021-04-23,,2.9
,2020-12-20,2020-12-20,,,789,2020-12-21,paid,99.0,0.0,,INV-606981,,,4,2021-01-19,29.0,99.0,M,2020-01-25,False,2.9
29.0,2021-11-30,2021-11-30,usd,2.0,790,2021-12-01,paid,,10.0,,INV-825693,True,AC014,478,2021-12-30,,29.0,M,2022-12-23,False,
49.0,2020-08-26,2020-08-26,EUR,,791,2020-08-27,failed,29.0,,,INV-626810,False,AC020,93,2020-09-25,,49.0,annual,2023-04-02,False,4.9
29.0,2023-04-25,2023-04-25,EUR,1.0,792,2023-04-26,failed,29.0,10.0,,INV6680,True,,21,2023-05-25,21.9,49.0,annual,2023-06-18,False,2.9
99.0,2022-07-31,2022-07-31,EUR,1.0,793,2022-08-01,unpaid,99.0,0.0,,INV5969,,AC136,84,2022-08-30,101.9,49.0,monthly,2023-02-16,True,2.9
99.0,2021-09-27,2021-09-27,EUR,0.0,794,2021-09-28,failed,99.0,0.0,,INV-959577,,AC073,55,2021-10-27,103.9,,Y,2022-01-28,,4.9
99.0,2020-10-14,2020-10-14,EUR,3.0,795,2020-10-15,failed,49.0,0.0,,INV-499038,True,AC030,324,2020-11-13,,,monthly,,True,
,2021-02-12,2021-02-12,usd,3.0,796,2021-02-13,failed,99.0,5.0,,INV-142033,,AC088,182,2021-03-14,,99.0,Y,2023-01-08,,0.0
99.0,2020-07-08,2020-07-08,,2.0,797,2020-07-09,failed,,10.0,2022-08-21,INV7666,False,AC033,502,2020-08-07,89.0,99.0,monthly,,False,0.0
29.0,2024-04-30,2024-04-30,USD,0.0,798,2024-05-01,Paid,49.0,0.0,,INV-838153,True,AC140,536,2024-05-30,31.9,,annual,2023-04-10,,2.9
99.0,2020-11-14,2020-11-14,,3.0,799,2020-11-15,unpaid,99.0,,2024-07-29,INV-969148,False,AC052,216,2020-12-14,,,,2020-09-22,False,4.9
,2021-12-01,2021-12-01,EUR,2.0,800,2021-12-02,failed,29.0,0.0,,INV-492631,False,AC094,516,2021-12-31,,99.0,,2022-10-12,,9.9
,2021-03-22,2021-03-22,USD,,801,2021-03-23,unpaid,29.0,10.0,,INV-120421,True,AC169,479,2021-04-21,,99.0,M,2021-07-02,,0.0
99.0,2022-08-31,2022-08-31,,,802,2022-09-01,failed,,0.0,2024-02-09,INV-511434,True,AC106,144,2022-09-30,99.0,,Y,2020-03-05,True,
,2023-02-28,2023-02-28,USD,3.0,803,2023-03-01,failed,99.0,10.0,2022-01-12,INV-654686,False,AC133,387,2023-03-30,,29.0,monthly,2021-12-12,True,
199.0,2024-11-15,2024-11-15,usd,,804,2024-11-16,failed,0.0,20.0,,INV-263976,True,AC031,9,2024-12-15,29.0,49.0,monthly,,,9.9
29.0,2021-11-20,2021-11-20,,,805,2021-11-21,unpaid,99.0,10.0,2021-07-25,INV-812012,False,AC156,103,2021-12-20,19.0,49.0,monthly,2021-06-10,False,0.0
199.0,2022-08-14,2022-08-14,usd,,806,2022-08-15,Paid,0.0,0.0,2022-07-23,INV-797906,True,AC124,191,2022-09-13,29.0,29.0,Y,,True,2.9
49.0,2024-02-05,2024-02-05,,,807,2024-02-06,failed,49.0,0.0,2020-07-14,INV-313091,True,AC120,409,2024-03-06,49.0,,annual,2020-06-15,,4.9
49.0,2023-05-15,2023-05-15,,1.0,808,2023-05-16,paid,0.0,5.0,2024-10-07,INV-973838,,AC144,346,2023-06-14,44.0,,annual,2020-04-24,True,0.0
29.0,2024-12-01,2024-12-01,usd,2.0,809,2024-12-02,failed,0.0,,2021-08-22,INV-880604,,AC135,240,2024-12-31,,29.0,M,2023-11-16,,
49.0,2023-03-28,2023-03-28,EUR,1.0,810,2023-03-29,failed,49.0,0.0,2024-05-07,INV-187254,,,411,2023-04-27,51.9,29.0,annual,2020-08-18,True,2.9
199.0,2023-05-07,2023-05-07,EUR,2.0,811,2023-05-08,unpaid,,,2020-08-17,INV-972404,,AC043,537,2023-06-06,49.0,49.0,,,True,0.0
199.0,2023-09-20,2023-09-20,,0.0,812,2023-09-21,unpaid,29.0,5.0,2023-06-05,INV-814449,,AC175,342,2023-10-20,,29.0,,2023-08-09,True,2.9
29.0,2024-06-29,2024-06-29,EUR,1.0,813,2024-06-30,Paid,0.0,,,INV-171246,,AC119,355,2024-07-29,,,Y,2024-11-06,False,9.9
49.0,2020-01-02,2020-01-02,,2.0,814,2020-01-03,failed,49.0,5.0,,INV7157,True,AC078,152,2020-02-01,46.9,49.0,annual,2021-02-25,True,2.9
99.0,2020-06-13,2020-06-13,usd,0.0,815,2020-06-14,paid,49.0,0.0,2020-05-02,INV-390267,False,AC024,190,2020-07-13,,49.0,Y,2022-12-30,True,
,2024-01-23,2024-01-23,,,816,2024-01-24,paid,,20.0,,INV-649744,True,AC006,251,2024-02-22,,49.0,Y,2021-03-17,True,
49.0,2022-09-04,2022-09-04,usd,1.0,817,2022-09-05,Paid,29.0,10.0,,INV-979825,False,AC180,164,2022-10-04,41.9,99.0,annual,2024-04-11,,2.9
29.0,2023-12-02,2023-12-02,usd,3.0,818,2023-12-03,unpaid,0.0,0.0,2023-11-28,INV-202673,,AC157,218,2024-01-01,29.0,,Y,2024-09-10,True,0.0
,2024-04-11,2024-04-11,,,819,2024-04-12,unpaid,49.0,20.0,,INV-220710,,AC027,99,2024-05-11,49.0,,Y,2023-08-23,,9.9
99.0,2022-03-29,2022-03-29,usd,0.0,820,2022-03-30,paid,0.0,0.0,,INV-982300,False,AC103,335,2022-04-28,108.9,99.0,annual,,False,9.9
99.0,2021-12-11,2021-12-11,EUR,3.0,821,2021-12-12,unpaid,49.0,,,INV-480932,False,AC142,501,2022-01-10,,29.0,,2020-05-23,True,0.0
29.0,2022-01-25,2022-01-25,USD,3.0,822,2022-01-26,Paid,,10.0,,INV-311679,True,AC006,371,2022-02-24,,99.0,annual,2023-02-10,True,
49.0,2020-06-07,2020-06-07,EUR,3.0,823,2020-06-08,paid,0.0,20.0,,INV-259048,False,AC150,236,2020-07-07,29.0,49.0,,,,2.9
99.0,2021-03-08,2021-03-08,,2.0,824,2021-03-09,Paid,29.0,5.0,2023-10-14,INV-625764,,AC058,310,2021-04-07,49.0,,Y,2021-12-26,False,
49.0,2023-09-01,2023-09-01,,,825,2023-09-02,failed,49.0,10.0,,INV-453755,,AC003,185,2023-10-01,39.0,,monthly,2023-10-17,,0.0
49.0,2022-03-03,2022-03-03,usd,3.0,826,2022-03-04,unpaid,99.0,20.0,2023-01-28,INV-587315,False,AC144,493,2022-04-02,31.9,29.0,,2020-04-13,True,2.9
99.0,2020-11-30,2020-11-30,USD,3.0,827,2020-12-01,failed,0.0,5.0,,INV-465393,False,AC006,408,2020-12-30,94.0,29.0,M,2021-07-01,True,0.0
29.0,2023-11-06,2023-11-06,EUR,,828,2023-11-07,failed,29.0,5.0,2021-02-27,INV-446009,,AC081,104,2023-12-06,28.9,,monthly,2020-10-26,False,4.9
,2020-09-20,2020-09-20,USD,3.0,829,2020-09-21,Paid,0.0,0.0,,INV-307553,True,AC038,520,2020-10-20,29.0,,annual,2021-01-25,False,0.0
,2023-09-01,2023-09-01,,0.0,830,2023-09-02,Paid,29.0,,2021-01-13,INV-449597,,AC107,412,2023-10-01,,,annual,2021-11-23,False,9.9
29.0,2021-06-13,2021-06-13,,2.0,831,2021-06-14,Paid,,5.0,2020-05-19,INV-345644,False,AC104,119,2021-07-13,,,,2023-06-24,,4.9
99.0,2023-12-29,2023-12-29,EUR,,832,2023-12-30,Paid,29.0,20.0,,INV-995900,,AC142,344,2024-01-28,81.9,99.0,monthly,2024-09-13,True,2.9
49.0,2022-12-24,2022-12-24,USD,1.0,833,2022-12-25,failed,49.0,20.0,,INV-551109,,AC089,393,2023-01-23,31.9,29.0,,2023-11-28,,2.9
49.0,2023-12-20,2023-12-20,usd,2.0,834,2023-12-21,Paid,,5.0,2020-07-14,INV-493085,False,AC153,265,2024-01-19,44.0,49.0,,2020-07-22,,0.0
29.0,2020-04-09,2020-04-09,USD,0.0,835,2020-04-10,Paid,29.0,0.0,,INV-326563,False,AC043,476,2020-05-09,,99.0,M,2020-08-27,False,
99.0,2022-07-31,2022-07-31,,2.0,836,2022-08-01,failed,,,,INV-349034,True,AC070,376,2022-08-30,,29.0,M,2024-07-16,,9.9
49.0,2022-05-21,2022-05-21,,,837,2022-05-22,unpaid,29.0,20.0,2023-10-14,INV-670291,False,AC118,346,2022-06-20,99.0,99.0,,2022-07-14,True,
49.0,2021-08-23,2021-08-23,usd,,838,2021-08-24,failed,29.0,20.0,2023-11-07,INV-662399,False,AC100,366,2021-09-22,33.9,,Y,2021-12-12,True,4.9
49.0,2021-09-01,2021-09-01,USD,2.0,839,2021-09-02,Paid,99.0,10.0,,INV-663790,,AC163,37,2021-10-01,99.0,29.0,monthly,2020-09-08,True,2.9
99.0,2021-05-24,2021-05-24,USD,0.0,840,2021-05-25,unpaid,,5.0,,INV-865016,True,AC031,180,2021-06-23,,29.0,monthly,2022-11-12,True,
49.0,2024-01-28,2024-01-28,,2.0,841,2024-01-29,failed,0.0,,2023-07-03,INV-518332,True,AC025,149,2024-02-27,,,Y,2020-10-03,True,
99.0,2022-07-27,2022-07-27,USD,2.0,842,2022-07-28,failed,29.0,10.0,2024-09-06,INV-902916,True,AC056,250,2022-08-26,93.9,,,2023-01-21,,4.9
29.0,2022-02-02,2022-02-02,USD,0.0,843,2022-02-03,Paid,,,,INV-503789,,AC086,40,2022-03-04,29.0,49.0,,2021-01-03,,
199.0,2022-11-15,2022-11-15,usd,,844,2022-11-16,Paid,99.0,0.0,,INV-846149,,AC174,81,2022-12-15,208.9,99.0,monthly,2023-12-07,False,9.9
29.0,2020-02-15,2020-02-15,usd,2.0,845,2020-02-16,paid,29.0,5.0,2024-12-23,INV-218667,True,AC154,189,2020-03-16,33.9,99.0,M,,,9.9
29.0,2024-06-13,2024-06-13,EUR,3.0,846,2024-06-14,paid,99.0,10.0,,INV-529864,,AC097,197,2024-07-13,19.0,99.0,annual,,True,0.0
49.0,2022-02-05,2022-02-05,,3.0,847,2022-02-06,unpaid,0.0,10.0,2024-10-17,INV-231893,,AC057,485,2022-03-07,,49.0,annual,2022-09-17,True,2.9
49.0,2021-07-20,2021-07-20,usd,3.0,848,2021-07-21,unpaid,,5.0,2022-04-14,INV6226,,AC123,514,2021-08-19,48.9,29.0,Y,,,4.9
,2023-10-20,2023-10-20,usd,2.0,849,2023-10-21,unpaid,29.0,0.0,,INV-751782,,AC010,292,2023-11-19,,99.0,annual,2022-02-06,,
49.0,2020-02-08,2020-02-08,,3.0,850,2020-02-09,Paid,99.0,10.0,,INV-773564,,AC105,425,2020-03-09,29.0,49.0,monthly,2023-03-22,False,4.9
49.0,2023-05-11,2023-05-11,EUR,0.0,851,2023-05-12,paid,49.0,0.0,,INV-154369,True,AC015,326,2023-06-10,49.0,29.0,monthly,2024-07-18,True,0.0
99.0,2023-12-23,2023-12-23,,1.0,852,2023-12-24,Paid,29.0,,,INV-182545,,AC157,333,2024-01-22,,49.0,Y,2023-08-11,,2.9
99.0,2023-04-19,2023-04-19,usd,,853,2023-04-20,Paid,,5.0,,INV-686887,True,AC162,431,2023-05-19,98.9,99.0,annual,2020-03-26,,4.9
,2023-02-16,2023-02-16,,,854,2023-02-17,failed,99.0,0.0,,INV1773,,AC076,13,2023-03-18,,99.0,annual,2022-08-19,True,0.0
199.0,2024-08-11,2024-08-11,usd,,855,2024-08-12,unpaid,0.0,0.0,,INV-752341,,,456,2024-09-10,203.9,49.0,annual,,True,4.9
199.0,2022-12-26,2022-12-26,usd,1.0,856,2022-12-27,paid,99.0,0.0,2021-07-21,INV-805121,,AC163,175,2023-01-25,29.0,,monthly,2023-08-29,,0.0
49.0,2023-09-15,2023-09-15,,1.0,857,2023-09-16,paid,,0.0,,INV-133645,True,AC068,81,2023-10-15,49.0,,monthly,2021-01-15,False,0.0
49.0,2021-03-01,2021-03-01,,0.0,858,2021-03-02,failed,99.0,,2023-05-30,INV-556089,,AC120,543,2021-03-31,,99.0,,2020-02-16,,4.9
29.0,2022-07-13,2022-07-13,EUR,0.0,859,2022-07-14,failed,49.0,5.0,2022-06-22,INV-699052,True,AC152,479,2022-08-12,24.0,29.0,,2024-08-22,True,0.0
199.0,2023-03-02,2023-03-02,,2.0,860,2023-03-03,Paid,29.0,,,INV-790713,,AC064,442,2023-04-01,,,annual,,False,4.9
49.0,2021-04-25,2021-04-25,USD,,861,2021-04-26,paid,0.0,5.0,,INV-467198,False,AC150,385,2021-05-25,48.9,49.0,annual,2022-05-13,,4.9
,2022-03-21,2022-03-21,,3.0,862,2022-03-22,unpaid,29.0,10.0,2024-08-23,INV-400240,False,AC044,224,2022-04-20,29.0,49.0,annual,2022-12-01,True,0.0
49.0,2024-11-06,2024-11-06,usd,1.0,863,2024-11-07,failed,,0.0,,INV-420403,,AC048,163,2024-12-06,29.0,,monthly,2024-05-05,False,2.9
199.0,2024-03-18,2024-03-18,,2.0,864,2024-03-19,failed,,20.0,2021-04-17,INV-411064,,AC165,223,2024-04-17,183.9,,M,,,4.9
99.0,2024-04-26,2024-04-26,usd,1.0,865,2024-04-27,unpaid,99.0,5.0,2024-11-23,INV-421004,,AC113,372,2024-05-26,94.0,29.0,annual,2024-08-12,True,0.0
,2024-10-25,2024-10-25,,1.0,866,2024-10-26,Paid,0.0,0.0,2024-02-03,INV-983388,,AC093,414,2024-11-24,99.0,,annual,2021-06-30,True,
49.0,2020-11-17,2020-11-17,USD,0.0,867,2020-11-18,failed,99.0,,,INV-730558,,AC027,182,2020-12-17,,,M,2021-08-20,False,0.0
99.0,2024-04-11,2024-04-11,usd,1.0,868,2024-04-12,Paid,29.0,0.0,,INV-290599,True,AC161,476,2024-05-11,49.0,49.0,M,2022-09-16,,2.9
49.0,2022-05-06,2022-05-06,EUR,,869,2022-05-07,unpaid,29.0,0.0,2020-05-22,INV-120932,,AC110,421,2022-06-05,51.9,49.0,monthly,2023-11-11,,2.9
29.0,2023-06-02,2023-06-02,usd,1.0,870,2023-06-03,paid,,,2024-03-24,INV-387019,False,AC170,516,2023-07-02,,29.0,M,2022-01-22,,9.9
199.0,2021-10-27,2021-10-27,usd,1.0,871,2021-10-28,paid,,10.0,,INV-185552,,,256,2021-11-26,193.9,49.0,M,2024-05-04,False,4.9
199.0,2022-01-28,2022-01-28,EUR,0.0,872,2022-01-29,unpaid,,5.0,,INV-445439,True,AC015,24,2022-02-27,99.0,,monthly,2020-02-04,False,
199.0,2022-07-26,2022-07-26,usd,,873,2022-07-27,unpaid,49.0,5.0,2024-02-04,INV-238485,True,AC069,378,2022-08-25,198.9,49.0,monthly,2023-07-04,,4.9
49.0,2021-10-22,2021-10-22,USD,1.0,874,2021-10-23,unpaid,29.0,5.0,2020-08-24,INV-986949,,AC033,136,2021-11-21,46.9,99.0,,2023-07-01,True,2.9
99.0,2023-03-28,2023-03-28,usd,1.0,875,2023-03-29,unpaid,49.0,20.0,,INV-361830,False,AC100,473,2023-04-27,,,monthly,2020-04-20,,
199.0,2024-06-19,2024-06-19,USD,2.0,876,2024-06-20,failed,,5.0,,INV-613466,False,AC142,182,2024-07-19,198.9,,M,2022-03-07,,4.9
199.0,2024-11-21,2024-11-21,USD,3.0,877,2024-11-22,paid,0.0,0.0,2024-01-22,INV1402,,AC132,164,2024-12-21,199.0,49.0,,2021-02-28,,0.0
29.0,2024-03-13,2024-03-13,usd,,878,2024-03-14,Paid,,5.0,2022-12-13,INV-505701,True,AC170,34,2024-04-12,29.0,,annual,2020-11-09,,2.9
,2020-05-24,2020-05-24,USD,1.0,879,2020-05-25,paid,,,,INV-985323,True,AC124,428,2020-06-23,,99.0,annual,2022-12-21,False,
,2022-06-17,2022-06-17,usd,2.0,880,2022-06-18,paid,99.0,10.0,2021-01-02,INV4509,False,AC160,493,2022-07-17,,29.0,,2020-02-18,True,0.0
29.0,2022-01-14,2022-01-14,USD,1.0,881,2022-01-15,paid,0.0,,,INV-217250,True,AC079,410,2022-02-13,,,M,2022-02-05,,9.9
29.0,2020-10-25,2020-10-25,,,882,2020-10-26,Paid,49.0,5.0,2024-10-25,INV-722025,False,AC071,269,2020-11-24,99.0,29.0,Y,2021-05-23,True,9.9
29.0,2023-09-06,2023-09-06,usd,1.0,883,2023-09-07,unpaid,49.0,20.0,,INV-775593,True,AC002,348,2023-10-06,,49.0,Y,,True,
199.0,2021-06-25,2021-06-25,usd,2.0,884,2021-06-26,Paid,29.0,20.0,,INV-264326,True,AC038,100,2021-07-25,99.0,99.0,M,2022-09-23,True,
29.0,2024-03-21,2024-03-21,,1.0,885,2024-03-22,Paid,99.0,,2023-07-14,INV-707079,False,AC161,251,2024-04-20,99.0,99.0,,2020-08-20,True,2.9
49.0,2021-11-08,2021-11-08,,,886,2021-11-09,paid,,10.0,,INV-921445,False,AC043,462,2021-12-08,,99.0,annual,2021-09-17,False,4.9
199.0,2024-04-08,2024-04-08,,,887,2024-04-09,paid,,,2020-09-10,INV-688392,False,AC162,144,2024-05-08,,49.0,annual,2024-03-13,True,0.0
199.0,2021-03-28,2021-03-28,,2.0,888,2021-03-29,unpaid,99.0,,2021-07-03,INV-513252,,AC074,380,2021-04-27,,99.0,annual,2020-04-03,,0.0
49.0,2023-03-08,2023-03-08,,2.0,889,2023-03-09,unpaid,0.0,0.0,2022-12-03,INV-269715,True,AC128,313,2023-04-07,99.0,,,2023-04-12,False,
29.0,2024-03-03,2024-03-03,,,890,2024-03-04,Paid,,,2023-09-08,INV-428197,,AC086,132,2024-04-02,,49.0,monthly,2023-10-14,,2.9
99.0,2021-06-10,2021-06-10,,,891,2021-06-11,unpaid,49.0,0.0,2020-10-21,INV-290567,,AC001,234,2021-07-10,29.0,29.0,annual,2024-05-04,False,0.0
99.0,2023-04-11,2023-04-11,usd,3.0,892,2023-04-12,Paid,99.0,0.0,,INV-874145,,AC157,13,2023-05-11,,99.0,M,2020-08-10,True,0.0
,2023-06-20,2023-06-20,,,893,2023-06-21,failed,49.0,5.0,2024-12-22,INV-762927,False,AC166,175,2023-07-20,,99.0,annual,2023-10-30,False,
,2022-02-13,2022-02-13,usd,1.0,894,2022-02-14,unpaid,,,2020-10-27,INV-271635,False,AC082,497,2022-03-15,,49.0,M,2021-08-18,True,2.9
,2022-09-18,2022-09-18,,1.0,895,2022-09-19,unpaid,29.0,5.0,2024-10-01,INV-233261,,AC061,389,2022-10-18,,29.0,,,,4.9
99.0,2021-09-25,2021-09-25,,2.0,896,2021-09-26,paid,49.0,0.0,2020-04-22,INV-906496,False,AC012,212,2021-10-25,,49.0,Y,2020-11-28,True,4.9
199.0,2023-08-24,2023-08-24,usd,,897,2023-08-25,paid,0.0,5.0,,INV-230912,True,AC036,202,2023-09-23,198.9,99.0,,2022-01-02,,4.9
49.0,2024-09-16,2024-09-16,,2.0,898,2024-09-17,paid,49.0,5.0,2020-05-31,INV-896017,False,AC088,537,2024-10-16,,49.0,M,2023-10-23,True,
,2022-03-27,2022-03-27,USD,0.0,899,2022-03-28,failed,,0.0,,INV-685005,,AC079,102,2022-04-26,99.0,99.0,annual,2020-02-14,False,9.9
199.0,2023-02-07,2023-02-07,usd,0.0,900,2023-02-08,unpaid,29.0,,2024-12-23,INV-185691,True,AC140,548,2023-03-09,49.0,29.0,Y,,False,9.9
49.0,2021-05-16,2021-05-16,EUR,2.0,901,2021-05-17,Paid,49.0,20.0,2021-11-03,INV-985465,,AC166,263,2021-06-15,99.0,49.0,M,2024-08-18,,0.0
49.0,2020-12-29,2020-12-29,,2.0,902,2020-12-30,paid,,20.0,,INV-427551,True,AC168,42,2021-01-28,29.0,99.0,Y,2022-01-21,True,9.9
,2024-03-01,2024-03-01,,,903,2024-03-02,paid,49.0,5.0,2021-01-08,INV-649737,True,AC087,195,2024-03-31,,29.0,monthly,2022-03-30,False,9.9
199.0,2021-03-01,2021-03-01,usd,3.0,904,2021-03-02,Paid,,5.0,,INV-264231,True,AC044,234,2021-03-31,203.9,49.0,M,2023-06-27,True,9.9
199.0,2020-07-20,2020-07-20,USD,2.0,905,2020-07-21,unpaid,99.0,10.0,,INV-159010,True,AC045,550,2020-08-19,189.0,29.0,annual,2021-05-30,,0.0
199.0,2022-09-06,2022-09-06,usd,0.0,906,2022-09-07,unpaid,29.0,0.0,2021-08-15,INV-749053,False,AC158,120,2022-10-06,201.9,,,2021-07-29,True,2.9
,2020-07-23,2020-07-23,USD,,907,2020-07-24,Paid,99.0,10.0,2023-03-03,INV-188268,True,AC168,221,2020-08-22,,,Y,2021-07-18,True,2.9
,2024-10-29,2024-10-29,usd,3.0,908,2024-10-30,paid,49.0,10.0,2023-05-06,INV-401394,True,AC147,115,2024-11-28,,,Y,2020-09-04,False,4.9
,2021-05-30,2021-05-30,EUR,2.0,909,2021-05-31,failed,0.0,20.0,2022-04-16,INV-883703,True,AC136,417,2021-06-29,49.0,99.0,monthly,2024-11-13,False,0.0
199.0,2022-11-04,2022-11-04,,,910,2022-11-05,unpaid,99.0,20.0,,INV-122671,True,AC046,495,2022-12-04,188.9,99.0,monthly,2023-10-20,False,9.9
29.0,2021-11-29,2021-11-29,USD,1.0,911,2021-11-30,unpaid,0.0,10.0,2023-03-02,INV-673257,,AC093,282,2021-12-29,49.0,99.0,,2024-05-26,False,9.9
49.0,2022-09-25,2022-09-25,usd,2.0,912,2022-09-26,Paid,,5.0,2023-06-12,INV-432594,,AC027,7,2022-10-25,46.9,99.0,,,True,2.9
199.0,2020-11-30,2020-11-30,,2.0,913,2020-12-01,paid,0.0,20.0,2023-03-19,INV-339117,False,AC024,184,2020-12-30,181.9,29.0,Y,2021-03-08,True,2.9
49.0,2024-10-31,2024-10-31,EUR,0.0,914,2024-11-01,unpaid,,20.0,,INV-139543,False,AC009,454,2024-11-30,,99.0,monthly,2024-07-06,,
49.0,2024-05-13,2024-05-13,,,915,2024-05-14,failed,49.0,10.0,2024-06-08,INV-167842,True,AC071,112,2024-06-12,,49.0,annual,2021-02-22,,
99.0,2021-10-17,2021-10-17,,,916,2021-10-18,unpaid,29.0,5.0,2023-01-04,INV9209,True,AC089,544,2021-11-16,96.9,,monthly,2023-11-24,True,2.9
49.0,2023-03-15,2023-03-15,EUR,1.0,917,2023-03-16,Paid,49.0,5.0,2020-09-28,INV7397,,AC007,159,2023-04-14,44.0,99.0,M,2020-10-28,False,0.0
,2024-05-28,2024-05-28,EUR,,918,2024-05-29,failed,,0.0,,INV-584746,,AC073,176,2024-06-27,,49.0,annual,2024-02-05,True,0.0
99.0,2022-11-23,2022-11-23,EUR,3.0,919,2022-11-24,failed,99.0,5.0,,INV-806972,True,AC169,486,2022-12-23,103.9,,Y,2023-06-30,True,9.9
99.0,2022-08-24,2022-08-24,,2.0,920,2022-08-25,failed,49.0,5.0,2023-05-09,INV-363371,False,AC151,311,2022-09-23,,99.0,M,2022-02-16,,
49.0,2024-01-28,2024-01-28,,1.0,921,2024-01-29,Paid,0.0,5.0,,INV-571030,True,AC132,363,2024-02-27,46.9,99.0,M,,True,2.9
,2023-02-27,2023-02-27,usd,2.0,922,2023-02-28,paid,29.0,0.0,2024-07-06,INV-376712,,AC155,403,2023-03-29,99.0,,,2021-02-03,False,2.9
99.0,2022-04-17,2022-04-17,,,923,2022-04-18,paid,0.0,20.0,,INV5773,False,AC096,363,2022-05-17,99.0,49.0,monthly,2024-06-05,False,4.9
29.0,2024-08-03,2024-08-03,,0.0,924,2024-08-04,failed,99.0,10.0,,INV3577,,AC064,208,2024-09-02,49.0,49.0,M,,,4.9
199.0,2020-02-18,2020-02-18,,3.0,925,2020-02-19,unpaid,0.0,10.0,2021-04-25,INV-578670,True,AC140,330,2020-03-19,29.0,,Y,2023-01-31,,
,2024-06-21,2024-06-21,USD,,926,2024-06-22,paid,99.0,,,INV5512,False,AC043,221,2024-07-21,,,monthly,2020-09-30,False,4.9
199.0,2021-05-12,2021-05-12,usd,3.0,927,2021-05-13,paid,0.0,20.0,2024-05-24,INV-123269,False,AC022,165,2021-06-11,29.0,99.0,M,2024-04-02,,
99.0,2024-05-18,2024-05-18,,,928,2024-05-19,Paid,49.0,0.0,2020-04-20,INV-106988,True,AC078,400,2024-06-17,101.9,,Y,2023-09-19,False,2.9
