sub_id,acct_id,plan_id,plan_cd,usr_id,sub_start_dt,sub_end_dt,cancel_dt,trial_end_dt,sub_status_cd,auto_renew_flg,grace_period_flg,billable_flg,manual_override_flg,mrr_amt,currency_cd,billing_freq_cd,seat_qty,discount_pct,contract_term_mo,last_plan_chg_dt,orig_plan_cd,chg_cnt,linked_sub_id,created_sys_cd,created_ts,last_upd_ts,notes_txt
SUB000688,AC041,PLN0055,basic_1,USR00079,2022-04-05,,,,canceled,0,0,0,1,58.75,USD,M,5.0,20.0,24.0,2022-06-29,starter_1,5,,billing,2022-04-05 00:00:00,2022-07-14 00:00:00,
SUB000689,AC162,PLN0035,pro_2,USR00269,2023-02-01,,,,canceled,1,1,1,1,170.22,USD,M,5.0,10.0,1.0,2023-09-20,starter_1,5,,billing,2023-02-01 00:00:00,2024-08-04 00:00:00,legacy migration
SUB000690,AC081,PLN0052,growth_2,USR00579,2022-04-17,,,,canceled,1,1,1,1,0.0,USD,A,10.0,,24.0,2022-10-29,basic_1,1,,billing,2022-04-17 00:00:00,2023-11-05 00:00:00,manual correction
SUB000691,AC082,PLN0004,starter_1,,2021-07-02,,,,trial,1,0,1,1,0.0,USD,M,5.0,10.0,12.0,2022-11-01,basic_1,5,,billing,2021-07-02 00:00:00,2023-08-24 00:00:00,
SUB000692,AC164,PLN0027,basic_1,,2021-12-29,,,,trial,1,1,1,1,0.0,USD,A,5.0,,1.0,2022-09-07,basic_1,1,,crm,2021-12-29 00:00:00,2022-11-15 00:00:00,
SUB000693,AC177,PLN0024,basic_1,USR00196,2021-07-19,,,,active,1,0,1,0,0.0,USD,M,,20.0,1.0,2022-02-01,basic_1,4,,billing,2021-07-19 00:00:00,2022-12-28 00:00:00,manual correction
SUB000694,AC128,PLN0037,starter_1,USR00214,2023-02-10,,,,active,1,0,0,0,0.0,USD,M,1.0,10.0,12.0,2024-01-08,starter_1,4,,crm,2023-02-10 00:00:00,2024-01-16 00:00:00,
SUB000695,AC137,PLN0037,enterprise_3,USR00532,2021-10-01,,2022-02-07,,active,1,1,1,0,0.0,USD,M,,0.0,1.0,2023-01-27,basic_1,1,,crm,2021-10-01 00:00:00,2023-10-21 00:00:00,manual correction
SUB000696,AC088,PLN0009,growth_2,USR00210,2023-03-28,2023-03-26,2023-03-26,2023-04-27,active,0,1,1,1,33.0,USD,monthly,50.0,0.0,24.0,2024-06-13,starter_1,4,,crm,2023-03-28 00:00:00,2024-12-01 00:00:00,legacy migration
SUB000697,AC078,,basic_1,USR00659,2023-04-08,,,,trial,0,1,1,1,278.38,USD,M,10.0,10.0,12.0,2023-04-15,basic_1,4,,crm,2023-04-08 00:00:00,2024-03-30 00:00:00,
SUB000698,AC031,PLN0055,growth_2,USR00282,2022-02-19,,,2022-03-05,trial,0,0,1,1,0.0,USD,A,5.0,10.0,12.0,2022-10-01,basic_1,3,,billing,2022-02-19 00:00:00,2022-09-24 00:00:00,
SUB000699,AC090,PLN0003,growth_2,USR00736,2023-02-19,2023-04-23,2023-04-23,,trial,1,1,1,0,170.82,USD,A,5.0,,,2023-05-29,basic_1,0,,billing,2023-02-19 00:00:00,2024-04-06 00:00:00,
SUB000700,AC133,PLN0051,enterprise_3,,2022-08-10,,,,trial,0,0,0,1,284.27,USD,monthly,50.0,10.0,,2023-10-10,starter_1,4,,crm,2022-08-10 00:00:00,2024-05-05 00:00:00,
SUB000701,AC069,PLN0019,growth_2,USR00596,2022-07-31,,,,canceled,0,0,0,0,245.12,USD,monthly,1.0,,24.0,2022-12-17,starter_1,5,,crm,2022-07-31 00:00:00,2023-08-23 00:00:00,manual correction
SUB000702,AC146,,pro_2,USR00849,2021-07-24,,,,trial,0,0,0,0,0.0,USD,A,10.0,,12.0,2022-03-12,basic_1,3,,billing,2021-07-24 00:00:00,2021-11-19 00:00:00,
SUB000703,AC153,PLN0014,growth_2,USR00238,2021-12-28,,,,active,0,1,0,0,208.21,USD,M,5.0,10.0,,2022-07-18,starter_1,5,,billing,2021-12-28 00:00:00,2023-06-18 00:00:00,
SUB000704,AC151,PLN0043,enterprise_3,USR00249,2021-03-02,,,,active,0,1,0,1,57.36,USD,A,5.0,0.0,12.0,2022-02-28,starter_1,3,,crm,2021-03-02 00:00:00,2021-10-21 00:00:00,manual correction
SUB000705,AC046,PLN0012,basic_1,,2021-08-29,,2023-03-31,,active,0,1,0,1,0.0,USD,A,1.0,0.0,,2021-10-08,starter_1,1,,crm,2021-08-29 00:00:00,2021-11-10 00:00:00,legacy migration
SUB000706,AC060,PLN0016,pro_2,USR00430,2021-09-08,2022-01-12,2022-01-12,,active,0,0,1,1,232.21,USD,A,10.0,20.0,12.0,2023-01-09,starter_1,3,,crm,2021-09-08 00:00:00,2021-12-24 00:00:00,
SUB000707,AC117,PLN0049,enterprise_3,USR00726,2021-03-21,,,,trial,0,0,0,0,220.59,USD,A,1.0,10.0,1.0,2022-07-10,starter_1,5,,billing,2021-03-21 00:00:00,2022-01-12 00:00:00,legacy migration
SUB000708,AC029,PLN0026,growth_2,USR00374,2021-06-03,,,,active,1,0,1,0,0.0,USD,M,5.0,10.0,24.0,2021-11-16,basic_1,0,,billing,2021-06-03 00:00:00,2021-08-24 00:00:00,manual correction
SUB000709,AC103,PLN0036,pro_2,USR00191,2021-05-27,2021-06-11,2021-06-11,,active,0,0,0,0,0.0,USD,M,,0.0,,2022-09-28,basic_1,2,,crm,2021-05-27 00:00:00,2022-04-01 00:00:00,manual correction
SUB000710,AC065,PLN0003,enterprise_3,USR00063,2022-01-29,2022-07-16,2022-07-16,,canceled,0,1,1,0,129.18,USD,M,5.0,,,2023-05-17,basic_1,5,,billing,2022-01-29 00:00:00,2022-09-20 00:00:00,
SUB000711,AC098,PLN0007,enterprise_3,USR00094,2021-05-18,,,,trial,1,1,0,1,0.0,USD,A,5.0,,1.0,2022-07-25,basic_1,5,,crm,2021-05-18 00:00:00,2022-02-05 00:00:00,manual correction
SUB000712,AC084,PLN0043,basic_1,USR00029,2021-06-21,,,,canceled,0,0,1,0,21.55,USD,monthly,,0.0,,2022-02-26,basic_1,1,,crm,2021-06-21 00:00:00,2022-07-26 00:00:00,
SUB000713,AC035,PLN0033,enterprise_3,USR00639,2021-07-09,,,,canceled,0,1,1,0,0.0,USD,M,,,24.0,2022-02-19,starter_1,5,,crm,2021-07-09 00:00:00,2022-09-21 00:00:00,legacy migration
SUB000714,AC021,PLN0032,starter_1,USR00096,2022-01-28,,,,canceled,0,0,1,1,241.38,USD,A,5.0,20.0,24.0,2023-06-01,starter_1,5,,crm,2022-01-28 00:00:00,2024-04-02 00:00:00,
SUB000715,AC167,PLN0042,basic_1,USR00302,2021-11-16,,,2021-11-23,canceled,0,0,0,1,292.2,USD,monthly,5.0,20.0,12.0,2021-12-11,basic_1,2,,billing,2021-11-16 00:00:00,2023-09-20 00:00:00,manual correction
SUB000716,AC051,PLN0011,pro_2,,2021-09-01,,,,canceled,1,0,0,1,0.0,USD,A,5.0,20.0,,2022-09-30,basic_1,0,,crm,2021-09-01 00:00:00,2022-03-05 00:00:00,
SUB000717,AC114,PLN0015,starter_1,USR00620,2023-02-15,,,,trial,1,1,0,0,66.48,USD,monthly,,20.0,24.0,2023-06-22,starter_1,3,,billing,2023-02-15 00:00:00,2024-09-10 00:00:00,legacy migration
SUB000718,AC014,,basic_1,USR00846,2022-03-16,,,2022-04-15,trial,0,0,1,0,0.0,USD,M,,,,2023-05-27,starter_1,1,,billing,2022-03-16 00:00:00,2023-07-24 00:00:00,
SUB000719,AC081,PLN0025,basic_1,USR00669,2022-12-25,,,,active,0,1,0,1,94.12,USD,monthly,50.0,10.0,12.0,2023-03-27,starter_1,4,,crm,2022-12-25 00:00:00,2023-11-19 00:00:00,manual correction
SUB000720,AC007,PLN0034,growth_2,,2022-01-15,,,2022-02-14,trial,0,1,0,1,235.66,USD,monthly,10.0,0.0,24.0,2023-03-08,starter_1,0,,billing,2022-01-15 00:00:00,2023-07-29 00:00:00,
SUB000721,AC080,PLN0055,growth_2,USR00031,2021-11-18,2021-12-15,2021-12-15,2021-12-02,canceled,1,0,1,0,0.0,USD,A,10.0,10.0,1.0,2023-03-11,basic_1,0,,billing,2021-11-18 00:00:00,2022-04-07 00:00:00,legacy migration
SUB000722,AC038,PLN0039,basic_1,USR00453,2022-02-21,,,2022-03-23,canceled,1,0,1,0,0.0,USD,M,,20.0,12.0,2022-11-17,starter_1,3,,crm,2022-02-21 00:00:00,2022-11-02 00:00:00,manual correction
SUB000723,AC071,PLN0001,enterprise_3,USR00383,2022-03-07,,2023-05-17,,trial,0,1,1,1,46.25,USD,A,10.0,10.0,,2022-04-26,starter_1,4,,billing,2022-03-07 00:00:00,2023-08-02 00:00:00,legacy migration
SUB000724,AC122,PLN0051,basic_1,USR00091,2021-01-18,,,,canceled,1,1,0,1,0.0,USD,M,10.0,0.0,1.0,2022-05-10,starter_1,0,,billing,2021-01-18 00:00:00,2022-07-01 00:00:00,manual correction
SUB000725,AC061,PLN0030,starter_1,,2023-03-10,,,2023-03-17,active,0,0,1,0,61.04,USD,M,10.0,10.0,,2024-04-16,starter_1,3,,billing,2023-03-10 00:00:00,2023-07-16 00:00:00,
SUB000726,AC158,PLN0041,enterprise_3,USR00456,2022-09-23,2023-11-29,2023-11-29,,trial,0,0,0,1,135.0,USD,M,50.0,0.0,24.0,2023-09-11,basic_1,5,,billing,2022-09-23 00:00:00,2023-12-18 00:00:00,
SUB000727,AC164,PLN0048,basic_1,USR00683,2021-11-03,,,,active,1,1,1,1,0.0,USD,A,10.0,10.0,24.0,2022-10-29,starter_1,5,,crm,2021-11-03 00:00:00,2022-06-05 00:00:00,
SUB000728,AC129,PLN0036,starter_1,USR00504,2022-12-28,,,2023-01-11,canceled,1,0,0,1,0.0,USD,M,1.0,0.0,1.0,2023-11-26,basic_1,1,,billing,2022-12-28 00:00:00,2024-11-23 00:00:00,
SUB000729,AC108,,pro_2,USR00696,2022-02-15,,,,active,0,1,1,0,0.0,USD,A,10.0,0.0,,2023-01-10,starter_1,2,,crm,2022-02-15 00:00:00,2023-04-07 00:00:00,manual correction
SUB000730,AC180,PLN0027,starter_1,,2021-12-30,,,,canceled,1,0,1,1,40.94,USD,M,,0.0,,2022-05-31,starter_1,3,,crm,2021-12-30 00:00:00,2023-08-08 00:00:00,
SUB000731,AC165,PLN0036,starter_1,USR00826,2021-01-02,2022-02-21,2022-02-21,2021-01-16,active,0,0,0,1,0.0,USD,A,5.0,,,2022-01-03,basic_1,3,,crm,2021-01-02 00:00:00,2022-11-27 00:00:00,
SUB000732,AC072,PLN0047,enterprise_3,,2022-09-29,2023-01-17,2023-01-17,2022-10-13,canceled,0,1,0,1,148.51,USD,A,50.0,10.0,,2023-08-17,starter_1,2,,billing,2022-09-29 00:00:00,2023-11-25 00:00:00,
SUB000733,AC130,PLN0042,enterprise_3,USR00435,2021-06-23,,,,active,1,0,0,0,0.0,USD,A,50.0,20.0,1.0,2021-12-03,starter_1,0,,crm,2021-06-23 00:00:00,2022-11-11 00:00:00,
SUB000734,AC059,PLN0033,starter_1,USR00328,2022-11-07,,,,trial,1,0,0,0,0.0,USD,M,1.0,,24.0,2023-08-21,basic_1,0,,billing,2022-11-07 00:00:00,2022-12-13 00:00:00,
SUB000735,AC044,PLN0005,basic_1,USR00287,2022-08-27,2024-04-04,2024-04-04,2022-09-10,trial,0,0,1,1,287.27,USD,A,,20.0,1.0,2023-12-16,starter_1,2,,billing,2022-08-27 00:00:00,2024-04-22 00:00:00,legacy migration
SUB000736,AC174,PLN0045,pro_2,USR00427,2021-06-09,,2022-10-13,2021-07-09,active,1,0,0,0,243.45,USD,monthly,5.0,,1.0,2021-09-16,basic_1,4,,billing,2021-06-09 00:00:00,2023-03-21 00:00:00,legacy migration
SUB000737,AC141,PLN0039,starter_1,,2022-12-26,,,,trial,1,0,0,1,0.0,USD,A,1.0,,,2023-11-25,starter_1,0,,crm,2022-12-26 00:00:00,2025-02-14 00:00:00,
SUB000738,AC124,PLN0004,growth_2,USR00431,2021-08-24,,,,trial,1,1,0,1,0.0,USD,A,10.0,,12.0,2022-03-17,starter_1,2,,billing,2021-08-24 00:00:00,2021-09-22 00:00:00,
SUB000739,AC100,PLN0036,starter_1,USR00604,2022-12-22,,,,trial,1,1,0,1,0.0,USD,monthly,5.0,20.0,1.0,2023-11-14,starter_1,3,,billing,2022-12-22 00:00:00,2024-03-14 00:00:00,
SUB000740,AC047,PLN0018,enterprise_3,USR00526,2022-12-10,,,,trial,0,1,1,0,0.0,USD,monthly,10.0,10.0,,2023-12-03,basic_1,1,,crm,2022-12-10 00:00:00,2023-03-30 00:00:00,legacy migration
SUB000741,AC125,,enterprise_3,,2023-02-15,,2023-12-26,,active,1,0,1,0,236.56,USD,A,1.0,20.0,,2023-06-11,basic_1,0,,billing,2023-02-15 00:00:00,2023-06-14 00:00:00,legacy migration
SUB000742,AC036,,growth_2,USR00018,2021-11-18,2021-12-07,2021-12-07,2021-12-02,canceled,0,0,0,0,0.0,USD,monthly,10.0,0.0,24.0,2022-08-05,basic_1,1,,crm,2021-11-18 00:00:00,2023-08-10 00:00:00,
SUB000743,AC044,PLN0043,starter_1,USR00125,2022-01-06,2023-06-19,2023-06-19,,trial,1,1,1,0,0.0,USD,M,5.0,20.0,12.0,2022-06-23,starter_1,0,,billing,2022-01-06 00:00:00,2023-10-07 00:00:00,
SUB000744,AC041,PLN0045,starter_1,,2022-03-16,,,,canceled,0,1,0,1,0.0,USD,A,50.0,,,2023-05-13,basic_1,1,,billing,2022-03-16 00:00:00,2022-09-13 00:00:00,
SUB000745,AC048,PLN0028,growth_2,,2022-08-05,,,,active,0,1,0,0,149.31,USD,A,10.0,20.0,24.0,2022-10-20,starter_1,3,,billing,2022-08-05 00:00:00,2023-08-06 00:00:00,legacy migration
SUB000746,AC094,PLN0008,pro_2,USR00154,2022-04-15,,,,trial,0,1,0,1,50.41,USD,monthly,1.0,10.0,12.0,2023-01-26,starter_1,5,,crm,2022-04-15 00:00:00,2024-04-10 00:00:00,legacy migration
SUB000747,AC124,PLN0004,enterprise_3,USR00072,2022-04-07,,,,canceled,1,1,0,1,0.0,USD,monthly,1.0,10.0,12.0,2023-05-29,basic_1,2,,billing,2022-04-07 00:00:00,2023-01-05 00:00:00,
SUB000748,AC124,,starter_1,USR00406,2021-09-18,,,,canceled,0,1,0,1,267.29,USD,A,50.0,20.0,24.0,2021-11-09,basic_1,4,,crm,2021-09-18 00:00:00,2022-06-11 00:00:00,manual correction
SUB000749,AC090,PLN0027,basic_1,USR00062,2023-05-15,,2024-12-02,,trial,0,1,1,1,0.0,USD,M,50.0,0.0,,2023-12-18,starter_1,2,,crm,2023-05-15 00:00:00,2024-07-09 00:00:00,
SUB000750,AC131,,basic_1,,2022-02-01,2022-01-18,2022-01-18,,canceled,1,0,0,0,0.0,USD,monthly,50.0,20.0,,2022-08-24,basic_1,5,,billing,2022-02-01 00:00:00,2022-06-28 00:00:00,manual correction
SUB000751,AC171,PLN0017,growth_2,USR00473,2022-08-11,,,,active,0,1,0,0,0.0,USD,monthly,10.0,10.0,,2023-07-15,starter_1,4,,billing,2022-08-11 00:00:00,2023-05-07 00:00:00,manual correction
SUB000752,AC088,PLN0038,basic_1,USR00580,2022-12-01,,,,canceled,1,0,1,1,239.59,USD,A,,10.0,1.0,2023-03-01,starter_1,1,,crm,2022-12-01 00:00:00,2024-08-26 00:00:00,
SUB000753,AC160,PLN0029,growth_2,USR00126,2022-12-09,,,,trial,0,0,0,0,98.49,USD,A,5.0,10.0,,2023-04-22,basic_1,1,,crm,2022-12-09 00:00:00,2024-05-10 00:00:00,
SUB000754,AC035,PLN0042,enterprise_3,USR00104,2022-02-14,,,,active,1,1,1,1,277.79,USD,A,1.0,20.0,,2023-04-08,starter_1,2,,crm,2022-02-14 00:00:00,2024-03-21 00:00:00,legacy migration
SUB000755,AC173,PLN0037,pro_2,,2023-04-25,,,2023-05-25,active,1,0,0,1,0.0,USD,M,10.0,10.0,24.0,2023-11-25,basic_1,1,,billing,2023-04-25 00:00:00,2025-02-12 00:00:00,
SUB000756,AC168,PLN0005,growth_2,USR00837,2021-07-11,,,,active,0,0,0,0,180.39,USD,M,50.0,10.0,1.0,2021-08-10,starter_1,1,,billing,2021-07-11 00:00:00,2023-01-30 00:00:00,legacy migration
SUB000757,AC005,PLN0041,growth_2,USR00153,2022-03-30,,2023-07-03,2022-04-06,canceled,0,1,0,1,0.0,USD,monthly,10.0,20.0,24.0,2023-01-13,basic_1,4,,billing,2022-03-30 00:00:00,2024-01-27 00:00:00,
SUB000758,AC045,PLN0010,enterprise_3,,2021-01-27,2021-03-19,2021-03-19,2021-02-10,canceled,0,0,1,0,0.0,USD,monthly,10.0,,24.0,2022-06-04,starter_1,0,,crm,2021-01-27 00:00:00,2022-03-11 00:00:00,
SUB000759,AC113,PLN0028,enterprise_3,USR00826,2022-12-27,2023-03-01,2023-03-01,,trial,0,1,1,0,0.0,USD,M,50.0,0.0,24.0,2023-02-17,starter_1,5,SUB002377,billing,2022-12-27 00:00:00,2024-05-27 00:00:00,manual correction
SUB000760,AC141,PLN0042,enterprise_3,USR00384,2023-06-02,,,2023-06-09,canceled,0,0,0,0,0.0,USD,monthly,50.0,,,2023-08-25,starter_1,1,,crm,2023-06-02 00:00:00,2024-04-07 00:00:00,
SUB000761,AC090,PLN0038,basic_1,,2021-02-16,,,,trial,1,0,1,0,59.42,USD,monthly,1.0,0.0,1.0,2021-06-13,starter_1,1,,billing,2021-02-16 00:00:00,2021-10-05 00:00:00,
SUB000762,AC150,PLN0045,enterprise_3,,2021-05-15,,,,active,1,0,0,0,0.0,USD,M,1.0,20.0,1.0,2022-03-30,starter_1,2,,billing,2021-05-15 00:00:00,2023-07-21 00:00:00,
SUB000763,AC023,PLN0006,starter_1,USR00201,2022-11-12,,,2022-11-19,active,0,0,1,0,0.0,USD,M,1.0,20.0,1.0,2023-06-29,basic_1,0,,billing,2022-11-12 00:00:00,2023-12-07 00:00:00,legacy migration
SUB000764,AC092,,growth_2,USR00563,2022-06-16,2023-05-31,2023-05-31,,active,0,0,1,1,71.11,USD,M,50.0,20.0,,2023-03-04,basic_1,2,,billing,2022-06-16 00:00:00,2023-03-31 00:00:00,
SUB000765,AC011,PLN0053,growth_2,USR00256,2023-06-14,,,,canceled,0,0,0,1,0.0,USD,M,,10.0,,2023-12-19,basic_1,1,,crm,2023-06-14 00:00:00,2023-12-17 00:00:00,
SUB000766,AC136,PLN0016,enterprise_3,USR00500,2022-01-19,,,,active,1,1,0,1,0.0,USD,M,1.0,20.0,,2022-04-17,basic_1,0,,crm,2022-01-19 00:00:00,2024-01-20 00:00:00,
SUB000767,AC175,PLN0045,basic_1,USR00641,2022-04-19,,,,active,1,0,0,0,0.0,USD,monthly,10.0,20.0,12.0,2023-04-21,basic_1,1,,billing,2022-04-19 00:00:00,2024-04-11 00:00:00,
SUB000768,AC122,PLN0043,enterprise_3,USR00075,2023-05-25,2024-02-11,2024-02-11,,canceled,1,0,1,1,0.0,USD,A,,20.0,24.0,2024-06-12,starter_1,1,,billing,2023-05-25 00:00:00,2025-03-24 00:00:00,manual correction
SUB000769,AC003,PLN0036,enterprise_3,,2021-03-04,2021-07-19,2021-07-19,,canceled,1,1,0,0,271.83,USD,monthly,5.0,10.0,12.0,2022-03-15,starter_1,3,,crm,2021-03-04 00:00:00,2022-12-01 00:00:00,
SUB000770,AC090,PLN0055,starter_1,USR00769,2021-12-18,,,,canceled,0,0,1,1,127.18,USD,M,,20.0,,2022-04-11,basic_1,2,,billing,2021-12-18 00:00:00,2024-02-03 00:00:00,
SUB000771,AC056,PLN0006,basic_1,USR00001,2021-05-06,,,,active,1,1,0,1,0.0,USD,monthly,1.0,0.0,12.0,2021-06-03,starter_1,1,,billing,2021-05-06 00:00:00,2021-05-28 00:00:00,
SUB000772,AC039,PLN0024,starter_1,USR00593,2021-08-09,,,,trial,0,1,0,0,179.51,USD,A,,0.0,,2021-08-10,basic_1,1,,billing,2021-08-09 00:00:00,2023-06-07 00:00:00,
SUB000773,AC140,PLN0033,growth_2,USR00376,2022-05-11,,,,trial,0,1,1,0,0.0,USD,M,1.0,,1.0,2022-06-01,starter_1,1,,billing,2022-05-11 00:00:00,2022-10-30 00:00:00,legacy migration
SUB000774,AC131,PLN0035,pro_2,USR00768,2021-05-05,,,,trial,0,1,1,1,17.77,USD,M,1.0,0.0,24.0,2021-09-21,basic_1,2,,billing,2021-05-05 00:00:00,2022-02-18 00:00:00,manual correction
SUB000775,AC027,PLN0045,growth_2,USR00522,2021-12-03,,,,canceled,1,0,1,0,0.0,USD,A,,0.0,12.0,2022-06-09,basic_1,4,,crm,2021-12-03 00:00:00,2022-08-13 00:00:00,
SUB000776,AC056,PLN0026,growth_2,USR00400,2022-09-29,,,,active,1,1,0,0,0.0,USD,monthly,1.0,20.0,,2023-03-13,starter_1,4,,billing,2022-09-29 00:00:00,2024-01-27 00:00:00,
SUB000777,AC180,PLN0041,pro_2,USR00253,2021-10-18,,,2021-11-01,canceled,1,1,0,0,0.0,USD,A,,,12.0,2022-05-11,starter_1,4,,billing,2021-10-18 00:00:00,2022-08-14 00:00:00,manual correction
SUB000778,AC076,,basic_1,USR00055,2022-08-06,,,,active,0,1,1,1,0.0,USD,monthly,5.0,10.0,1.0,2023-08-05,basic_1,5,,billing,2022-08-06 00:00:00,2022-12-29 00:00:00,
SUB000779,AC118,PLN0020,pro_2,USR00501,2023-01-24,,,,active,1,1,1,0,0.0,USD,M,5.0,20.0,1.0,2023-12-08,starter_1,4,,crm,2023-01-24 00:00:00,2024-03-15 00:00:00,legacy migration
SUB000780,AC075,PLN0028,starter_1,USR00102,2021-10-11,,,,trial,0,1,0,0,0.0,USD,monthly,10.0,10.0,1.0,2022-01-12,starter_1,3,,billing,2021-10-11 00:00:00,2022-03-25 00:00:00,
SUB000781,AC179,PLN0038,pro_2,,2021-08-27,,,,canceled,0,1,0,1,38.69,USD,M,50.0,0.0,1.0,2022-11-19,starter_1,3,,billing,2021-08-27 00:00:00,2022-07-31 00:00:00,manual correction
SUB000782,AC030,PLN0008,basic_1,USR00212,2021-05-20,,,,active,1,1,1,1,0.0,USD,M,5.0,10.0,12.0,2021-08-06,starter_1,3,,crm,2021-05-20 00:00:00,2022-04-08 00:00:00,
SUB000783,AC148,PLN0041,starter_1,USR00183,2021-02-12,2021-09-05,2021-09-05,,trial,1,0,0,1,242.55,USD,M,5.0,20.0,,2022-02-08,basic_1,2,,billing,2021-02-12 00:00:00,2021-04-26 00:00:00,legacy migration
SUB000784,AC116,PLN0016,growth_2,USR00293,2022-07-22,,,2022-08-05,canceled,0,1,0,0,111.05,USD,M,5.0,20.0,24.0,2023-01-25,basic_1,5,,billing,2022-07-22 00:00:00,2023-05-12 00:00:00,legacy migration
SUB000785,AC038,PLN0029,growth_2,USR00699,2021-10-20,,,,canceled,0,1,0,1,0.0,USD,M,50.0,,12.0,2022-02-22,starter_1,2,,billing,2021-10-20 00:00:00,2022-02-24 00:00:00,legacy migration
SUB000786,AC175,,starter_1,USR00183,2022-11-01,2023-03-24,2023-03-24,,canceled,1,1,0,1,35.11,USD,A,1.0,,,2022-11-12,basic_1,5,,crm,2022-11-01 00:00:00,2024-08-29 00:00:00,legacy migration
SUB000787,AC079,PLN0014,pro_2,USR00685,2021-01-11,,,,active,0,1,0,0,183.06,USD,monthly,,0.0,,2021-06-08,starter_1,4,,crm,2021-01-11 00:00:00,2021-09-27 00:00:00,legacy migration
SUB000788,AC046,PLN0010,basic_1,USR00472,2022-11-07,,,,trial,1,0,0,0,0.0,USD,A,10.0,20.0,24.0,2023-10-10,starter_1,2,,billing,2022-11-07 00:00:00,2023-01-26 00:00:00,legacy migration
SUB000789,AC152,PLN0018,starter_1,USR00080,2021-03-06,2021-08-20,2021-08-20,,canceled,0,1,1,1,0.0,USD,A,,0.0,,2022-05-22,basic_1,4,,crm,2021-03-06 00:00:00,2022-07-07 00:00:00,legacy migration
SUB000790,AC087,PLN0016,enterprise_3,USR00783,2022-05-03,,,2022-05-10,active,1,1,0,1,243.86,USD,M,50.0,,1.0,2023-05-07,starter_1,0,,billing,2022-05-03 00:00:00,2024-02-14 00:00:00,legacy migration
SUB000791,AC090,PLN0041,enterprise_3,USR00465,2022-09-19,,2023-09-09,,active,0,0,1,1,23.42,USD,monthly,10.0,10.0,12.0,2023-09-14,starter_1,0,,billing,2022-09-19 00:00:00,2023-12-22 00:00:00,legacy migration
SUB000792,AC167,PLN0006,pro_2,USR00669,2022-08-07,,,,active,0,1,0,0,188.54,USD,M,10.0,20.0,24.0,2023-11-29,basic_1,0,,crm,2022-08-07 00:00:00,2023-08-17 00:00:00,legacy migration
SUB000793,AC151,,growth_2,USR00768,2023-03-04,,,,trial,0,0,0,0,233.26,USD,A,10.0,0.0,12.0,2024-04-13,basic_1,3,,crm,2023-03-04 00:00:00,2023-03-27 00:00:00,manual correction
SUB000794,AC022,,basic_1,,2021-01-08,,,2021-01-15,active,1,0,1,1,0.0,USD,A,50.0,,1.0,2021-11-19,starter_1,0,,crm,2021-01-08 00:00:00,2022-06-18 00:00:00,manual correction
SUB000795,AC005,PLN0018,pro_2,USR00792,2022-04-11,,,,canceled,0,1,0,1,0.0,USD,A,10.0,0.0,12.0,2023-07-29,basic_1,0,,crm,2022-04-11 00:00:00,2023-07-07 00:00:00,manual correction
SUB000796,AC129,PLN0041,pro_2,,2021-05-06,,,2021-05-13,canceled,1,1,0,1,156.45,USD,M,50.0,0.0,12.0,2021-05-18,basic_1,5,,billing,2021-05-06 00:00:00,2022-10-28 00:00:00,legacy migration
SUB000797,AC149,PLN0015,enterprise_3,USR00216,2021-11-09,,2021-12-27,,active,0,1,1,1,64.99,USD,A,,,,2022-06-30,basic_1,2,,crm,2021-11-09 00:00:00,2023-01-18 00:00:00,
SUB000798,AC070,PLN0055,starter_1,USR00656,2021-08-22,,,,trial,1,1,1,0,19.86,USD,A,50.0,10.0,24.0,2022-09-21,basic_1,4,,billing,2021-08-22 00:00:00,2021-12-05 00:00:00,
SUB000799,AC118,PLN0041,starter_1,,2022-06-05,,,,trial,0,1,1,0,97.12,USD,A,10.0,,12.0,2022-08-04,basic_1,1,,billing,2022-06-05 00:00:00,2024-02-02 00:00:00,manual correction
SUB000800,AC127,,starter_1,USR00345,2021-10-09,,,,trial,0,0,1,1,0.0,USD,monthly,5.0,0.0,24.0,2022-11-04,basic_1,3,,billing,2021-10-09 00:00:00,2023-07-28 00:00:00,
SUB000801,AC166,,growth_2,USR00462,2022-11-13,,,,trial,1,1,1,1,0.0,USD,monthly,1.0,0.0,,2023-03-04,starter_1,2,,crm,2022-11-13 00:00:00,2023-07-16 00:00:00,
SUB000802,AC153,PLN0004,growth_2,,2022-05-28,2022-10-17,2022-10-17,,active,1,0,1,0,182.13,USD,monthly,5.0,10.0,12.0,2023-07-27,starter_1,3,SUB002071,crm,2022-05-28 00:00:00,2023-05-10 00:00:00,manual correction
SUB000803,AC063,PLN0039,growth_2,USR00448,2021-07-09,,,,canceled,1,1,1,0,273.43,USD,monthly,50.0,10.0,12.0,2021-08-27,basic_1,5,,crm,2021-07-09 00:00:00,2023-05-05 00:00:00,
SUB000804,AC117,PLN0047,pro_2,USR00344,2021-04-07,,,,trial,1,0,1,0,56.38,USD,A,50.0,,12.0,2021-11-29,starter_1,3,,crm,2021-04-07 00:00:00,2023-06-16 00:00:00,legacy migration
SUB000805,AC134,PLN0054,growth_2,USR00183,2022-12-29,,,,trial,0,1,1,0,209.41,USD,A,5.0,10.0,1.0,2023-04-25,starter_1,3,,crm,2022-12-29 00:00:00,2025-01-04 00:00:00,
